WPO10000,PPP10000,TQA10000,OCD10000,SPC10000,CTP10000,PCF10000,CTL10000,POD10000,ANL10000,PSU10000,INV10000,TST10000,COR10000,PCC10000,CAP10000,PUR10000,PBM10000,ANM10000,PROD_001
59.77,55.33,48.82,55.8,56.87,56.57,60.6,56.58,55.58,55.15,53.05,55.3,50.22,55.82,62.46,59.95,59.1,64.42,64.75,57.17
50.44,46.72,58.58,56.87,55.3,52.63,52.03,56.77,57.21,47.55,57.58,66.2,62.38,55.88,53.68,53.55,52.05,61.25,54.7,55.33
51.99,55.44,48.01,54.7,48.4,51.73,45,53.75,58.42,56.38,51.35,53.8,51.29,60.35,48.02,54.6,55.8,55.2,59.32,53.34
58.3,63.47,52.02,52.23,55.7,58.87,60.93,58.97,61.08,62.4,54.85,56.93,55.45,60.42,56.99,57.05,53.52,58.25,60.22,57.77
48.71,61.92,59,60.33,52.77,61.67,54.53,59.07,61.03,59.78,59.65,45.97,54.38,56.35,56.02,54.02,56.45,56.62,55.7,56.53
49.04,59.06,58.69,46.57,56.23,46.2,56.27,47.88,51.72,52.12,50.55,63.7,60.67,50.48,59.22,51.3,60.18,58.28,56.92,54.48
52.72,71.47,59.89,61.5,62.17,56.7,58.8,64.05,59.02,58.88,53.08,60.17,53.28,54.5,63.23,56.9,59.08,55.98,56.3,58.83
53.76,52.36,58.12,55.93,62.8,62.47,50.9,60.99,58.74,58.45,58.08,55.77,46.19,55.45,56.26,57.3,63.08,58.55,54.42,56.82
61.13,50.06,50.63,47.53,55.43,50.03,49.8,57.68,51.9,57.8,53.6,63.6,56.02,50.52,61.71,56.65,50.15,53.08,53.88,54.27
55.93,64,53.46,55.57,49.83,60.53,51.07,50.67,52.98,57.62,58.1,56.2,50.82,61.18,56.49,60.82,50.18,59.85,58.58,55.99
40.02,56.08,58.95,49.73,50.4,58.43,50.67,49.61,51.52,54.48,57.22,57.5,59.92,64.05,58.14,59.25,54.48,57.18,61.3,55.21
61.76,60.56,60.9,64,62.7,60.17,61.73,50.18,55.52,55.42,56.8,54.7,56.68,57.48,51.28,56.85,55.7,55.58,55.72,57.56
62.08,55.53,61.98,65.8,58.87,53.73,53.8,60.89,58.57,52.35,63.18,54.57,51.28,53.12,51.49,63.3,49.9,53.85,62.25,57.19
58.75,51.89,57.86,62.2,56.83,56.77,53.43,54.5,55.58,55.98,60.6,66.27,54.13,59.4,54.79,60.95,53.82,58.52,53.45,57.14
55.73,52.19,60.49,52.67,54.13,51.5,52.97,64.92,58.03,61.62,50.75,51.37,60.78,54.45,53.94,53.35,54.82,49.8,56.58,55.27
48.32,56.11,54.66,58.53,56.43,48.5,49.77,54.18,60.29,59.32,58.7,59.77,55.96,51.92,51.11,58.9,54.38,65,54.45,55.6
56.02,53.86,53.74,49.97,48.2,56.03,57.73,60.04,56.88,55.92,51.25,56.13,60.87,54.4,59.38,59.8,52.6,58.02,54.45,55.54
64.56,53.97,55.69,52.3,61.57,51.07,50.97,50.87,54.11,57.62,54.05,57.17,58.04,62.08,58.5,58.15,65.22,57.75,57.88,56.92
57.74,57.83,59.7,53.57,61.77,54.43,58.37,48.88,52.05,58.08,60.15,60.1,54.58,64.03,56.47,56.5,55.88,53.28,56.58,56.84
63.18,44,55.9,51.93,55.27,51.6,63.07,52.17,54.94,45.55,60.08,57.2,51.08,58.5,55.64,55.25,53.48,61.8,53.2,54.94
53.41,48.39,57.56,48,59.8,55.47,45.87,62.98,49.62,55.1,58.02,55.23,52.48,52.55,68.23,51.98,55.48,57.7,56.9,54.99
65.74,64.56,53.02,53.83,47.23,54.17,52.47,53.05,53.54,63.68,52.8,52.67,57.24,58.35,54.24,59.92,48.22,60.35,56.98,55.9
63.13,52.5,52.68,53.17,55.7,61.37,49.97,57.78,57.87,65.42,53.3,52.8,49.6,60.58,61.14,52.25,57.05,56.05,53.65,56.11
50.05,56,64.55,50.73,56.83,63.9,54.33,61.99,53.7,55.08,55.05,58.4,55.58,52.55,55.85,57.22,55.05,55.68,60.6,56.48
61.85,58.72,58.87,63.03,51.37,58.73,56.4,54.27,53.37,55.28,58.5,56.77,54.88,53.58,59.1,60.28,48.08,62.05,58.25,57.02
58.38,51,62.08,49.53,56.93,47.47,54.27,58.72,52.58,62.55,55.82,47.83,54.72,51.62,57.52,58.52,57.22,55.58,58.72,55.32
44.38,64.53,51.18,57.97,55.1,56.53,58,56.88,53.9,63.02,53.35,57.7,50.4,58.25,59.78,55.18,60.72,58.15,55.35,56.34
58.12,59.44,63.39,56,56.1,56.93,57.03,57.32,45.7,54.75,55.88,55.07,58.31,54.6,57.08,60.62,60.25,55.85,52.85,56.59
54.46,72,61.62,49.37,54.67,58,62.47,58.62,53.16,52.6,58.72,64.57,54.38,54.55,58.55,53.7,54.08,53.32,55.02,57.04
52.73,60.69,56.52,55.9,64,53.9,56,53.14,51.85,55.55,58.92,54,54.18,64.38,57.08,52.92,56.05,53.15,52.52,55.97
61.72,64.81,51.88,62.1,52.87,59.27,61.63,56.6,56.97,50.65,55.4,57.27,52.12,55.4,65.1,58.6,58.3,53.22,59.48,57.55
54.57,56.61,59.45,54.1,65.53,59.87,55.43,55.48,57.82,58.48,55.6,61.27,61.28,61.9,57.22,61.58,54.8,58.5,54.52,58.11
55.08,67.92,54.63,56.3,64.57,53.03,54.4,54.85,53.21,60.52,61.02,53.3,48.92,52.18,63.47,50.08,52.15,56.15,56.42,56.22
61.07,47.61,56.76,57.63,51.37,60.63,60.77,61.55,57.38,55.85,52.6,57.3,55.72,50.9,57.91,56.75,57.45,59.52,58.85,56.72
54.52,63.47,56.18,58.3,52.67,56.23,61.73,59.9,60.72,54.45,52.52,59.9,55.37,54.72,52.65,52,52.58,48.72,54.52,55.85
61.48,48.97,53.27,62.13,60.77,60.8,57.4,59.98,55.68,55.52,52.2,55.63,55.1,52.12,51.58,55.48,62.08,52.18,51.4,55.99
60.62,51.03,62.07,62.67,52.5,56.4,57,54.7,58.1,52.68,52.55,57.27,50.36,62.12,59.51,55.55,59.78,50.65,54.9,56.34
56.16,60.39,62.27,44.93,64.1,51.57,52.8,56.46,57.54,60.88,60.72,60.27,63.1,53.2,53.93,60.82,62.02,65,59,58.17
63.75,52.75,60.52,50.63,46.43,59.33,58.13,53.05,49.88,51.38,64.5,55,60.53,60.05,60.2,60.6,50.18,58.25,56.45,56.4
61.45,50.39,56.26,55.13,58.57,61.83,51.43,58.58,60.4,53.4,48.18,67.37,55.58,56.2,62,53.8,48.68,52.42,50.88,55.92
47.5,68.58,53.08,50.23,54.03,45.8,52.13,52.26,58.03,53.38,53.25,57.77,58.56,58.28,58.21,59.62,54.4,59.18,57.62,55.36
54.74,42.03,48.52,58.17,57.13,62.17,44.73,60.16,62.74,49.45,57.58,58.37,56.26,60.45,59.48,60.1,52.92,49.62,63.3,55.68
56.44,60.08,61.79,51.6,47.03,55.9,47.17,51.35,60.54,52.1,55.15,56.37,58.86,53.62,59.72,54.62,46.6,62.22,52.9,54.95
49.85,65.83,52.66,55.03,59.87,55.67,53.73,59.48,60.43,51.92,61.18,60.07,57.01,53.65,52.1,61.82,57.42,61.45,59.68,57.31
50.34,63.56,51.33,51.83,60.73,59.8,45.53,59.58,50.71,52.7,58.98,52.53,57.48,57.58,55.3,62.22,53.75,50.02,55.72,55.25
59.94,56.92,60.82,56.7,60.63,60.1,59.6,52.32,51.66,49.42,54,53.77,50.79,57.72,52.01,55.3,57.38,53.85,52.05,55.53
56.85,57.61,54.22,52.5,59.23,53.7,48.6,50.6,48.47,60.9,57.38,60.6,57.38,47.05,50.04,55.82,55.7,64.12,47.62,54.65
58.94,50.61,61.22,53.77,59.3,56.1,56.8,53.52,54.03,59.68,53,55.1,61.05,53.68,53.8,51.55,55.2,53.92,50.65,55.36
58.5,61.69,59.42,54.37,58.63,55.6,59.47,60.35,60.38,66.53,60,63.17,53.43,59.22,54.45,56,58.68,54.7,59.5,58.64
57.89,63.5,59.06,50.5,52.3,58.93,48.23,50.98,50.81,54.68,51.9,51.6,53.08,54.72,54.42,52.15,55.22,55.2,57.25,54.34
58.69,64.67,54.98,55.4,59.07,53.93,60.17,52.39,51.64,61.48,62.28,51.5,56.81,58.92,53.3,60,57.05,52.85,62.55,57.25
51.31,41.97,58.69,55.77,58.97,56.57,56.07,53.81,54.42,60.32,55.3,57.8,55.06,53.7,62.21,52.32,59.5,51.38,60.6,55.57
50.63,67.31,67.64,61.23,58.6,45.83,67.63,59.22,50.52,55.22,60.65,49.77,55.26,53.58,58.75,59,61.58,59.35,51.4,57.54
64.43,57.19,52.69,54.13,49.67,61.17,64.7,57.37,52.28,59.25,55.7,53.93,49.15,59.72,63.19,60.45,53.35,54.65,57.35,56.86
64.95,55.72,54.14,58.7,63.47,58.63,55.47,57,60.59,56.5,56.95,58.23,53.38,58.2,53.08,53.28,48.9,47.35,54.7,56.28
55.79,47.42,62.26,62.8,55.93,57.23,49.97,52.94,59.18,56.85,56.12,51.47,51.19,51.02,57.37,52,56.38,57.05,58.32,55.33
61.11,45.86,59.23,54.37,60.17,54.73,65.1,54.19,56.59,61.5,59.2,60.2,57.98,58.2,60.82,55.4,58.78,58.8,57,57.85
59.77,41.64,55.59,58.47,59.07,53.57,62.03,52.91,60.68,59.7,54,57.6,62.75,52.9,56.59,53.78,56.15,53.58,52.98,55.99
49.48,57.72,54.43,56.4,58.4,56.7,55.9,55.19,59.98,56.18,53.32,58.17,57.45,53.38,61.53,56.42,60.88,59.3,60.02,56.89
61.56,60,51.83,52.8,54.43,51.7,60.2,58.19,51.12,58.78,56.08,55.8,56.38,57.7,58.24,53.82,58.45,60.2,57.15,56.55
65.22,63.03,60.65,52.03,60.4,64.93,58.3,50.56,57.28,63.22,59.05,60.03,62.13,51.02,54.25,56.2,62.42,58.4,53.22,58.55
51.73,53.83,53.32,53.83,56.67,60.57,48.77,51.61,49.39,47.4,53.12,53.63,57.28,53.48,60.26,53.02,55.92,58.8,51.58,53.91
56.36,51.89,51.17,53.2,56.97,55.37,48.43,61.43,48.02,63.2,59,49.3,57.42,55,54.32,57.08,54.75,54.1,57.42,54.97
51.35,57.39,51.45,61.37,57.77,53.47,57.37,57.72,54.95,59.72,52.35,51.17,57.18,53.52,61.32,59.3,55.62,61.98,58.78,56.51
61.96,68.56,59.88,50.83,55.03,50.03,54.83,59.58,51.65,49.18,60.88,62.83,59.88,61.9,54.19,60.82,54.38,55.78,57.9,57.37
55.26,65.47,51.92,59.97,56.1,62.23,55.6,55.38,50.08,54.48,50.25,53.33,60.52,61.3,62.71,50.58,61.98,57.15,55.4,56.83
48.57,68.64,59.06,58.13,58.73,52.5,60.1,52.95,55.48,51.15,52.52,57.87,57.78,53.48,60.38,57.5,54.52,59.4,56.15,56.58
52.62,58.08,52.38,60.5,60.8,50.7,44.6,63.39,56.6,65.8,53.68,54.37,56.97,59,55.43,58,57.52,55.42,57.02,56.47
47.86,45.97,54.76,56.27,49.73,45.07,58.37,52.76,57.79,64.53,56.58,52.53,55.98,52.25,57.39,57.7,63.02,52.75,60.95,54.86
51.31,63.53,59.52,55.37,53,62.5,53.47,50.92,56.9,55.68,55.7,52.07,55.15,50.02,48.4,59.6,58.7,57.45,54.1,55.44
57.99,46.44,54.32,55.33,57.7,57.03,56.7,53.58,54.34,54.82,57.2,54.03,49.82,57.18,54.21,52.75,50.02,54.88,59.78,54.64
56.06,36.69,55.3,54.7,60.47,55.87,59.07,55.12,56.8,57.55,50.92,61.03,55.62,54.4,61.48,53.08,60.32,55.05,59.48,55.74
54.59,56.31,56,62.4,52.4,50.27,58.2,52.69,54.1,56.38,62.6,62.3,59.19,57.45,61.08,55.6,61.45,60.15,57.02,57.38
56.67,59.67,51.58,48.17,61.03,54.07,58.9,58.12,52.85,51.4,62.4,53.17,48.95,54.72,55.33,56.38,57.18,63,49.12,55.41
57.69,60.86,50.06,46.97,52.93,53.63,50.47,57.8,64.58,57.78,50.4,53.73,54.68,53.48,54.81,59.65,57.68,59.2,55.35,55.35
54.22,57.92,61.98,56.13,62.73,54.17,54.9,63.68,47.94,53.55,54.28,54.1,61.61,53.88,56.17,57.95,50.05,58.15,53.02,56.13
64.18,60.78,64.2,62.77,58.23,57.6,54.1,50.72,57.09,57.38,55.08,58.17,54.62,56.22,53.22,50.45,49.18,56.3,54.22,56.55
58.18,45.56,57.79,58.27,55.63,51.27,56.63,58.37,59.83,52.1,55.98,61.73,56.59,58.2,58.47,55.28,52.15,54.62,62.65,56.28
55.67,56.25,52.6,55.73,62.6,58.83,59.8,59.92,58,55.78,57.7,50.2,59.75,58,64.53,59.5,58.3,60.68,56.32,57.9
50.85,59.75,56.39,58.93,58.4,60.47,56.83,56.96,60.35,57.42,53.9,56.07,55.36,56.92,57.58,58.78,53.58,58.15,60.18,57.2
59.22,54.56,57.68,52.67,51.03,62.6,59.03,56.31,59.16,54.6,65.08,61.37,65.12,52.75,57.34,57.52,55.22,53.05,55.45,57.36
64.41,60.28,56.21,62.1,52.43,57.97,55.5,50.56,46.51,54.9,53.02,60.83,58.42,52.78,60.08,54.68,54.75,59.58,50.52,56.08
59.32,53.5,53.96,53.87,59.37,61.23,58.47,63.52,49.68,57.55,53.08,57.2,57.61,50.85,53.15,56.22,55.65,53.48,58.9,56.14
58.29,70.03,54.37,57,57.5,56.8,57.33,56.08,56.18,54.95,53.75,62.33,53.42,55.55,51.37,52.78,54.72,55.4,54.2,56.42
62.21,51.81,57.32,56.37,56.33,53.73,53.47,58.78,56.68,59.35,59.08,56.57,60.59,63.35,45.53,62.48,56.18,58.38,58.25,57.18
51.56,45.28,66.09,54.33,62.03,56.37,57.47,55.13,56.42,56.32,65.78,57.8,63.7,54.88,49.18,50.3,56.85,52.12,61.52,56.48
56.89,67.58,56.52,69.17,50,51.57,54.27,58.38,51.88,62.05,57.05,52.57,63.45,63.75,58.04,50.95,51.05,61.58,62.1,57.83
55.35,50,55.52,52.5,56.53,54.6,46.4,56.58,61.43,53.95,54.55,64.27,52.82,57.9,57.79,50.98,58.25,58.52,54.55,55.39
55.18,72.28,57.27,49.13,53.03,59.57,53.93,60.55,58.57,55.9,58,52.4,52.71,57.38,50.99,48.98,60.6,57.55,52.2,56.12
57.73,52.11,52.15,53.27,47.7,61.07,60.13,50.96,57.02,57.8,54.1,59.5,61.87,52.7,57.81,56.95,61.48,62.18,62.18,56.77
56.87,60.19,56.48,56.47,58.5,54.17,54.07,57.18,59.72,44.02,53.8,62.67,52.51,52.95,59.27,55.05,60.38,60.15,64.8,56.8
52.57,51.36,55.28,66.6,56.23,59.8,50.6,60.16,48.43,53.52,56.55,55.77,58.7,51.2,52.2,57.02,56.8,58.4,56.52,55.67
62.46,59.36,59.21,63.17,58.73,52.67,49.17,64.62,64.12,62.05,55.85,55.7,50.6,53.6,60.33,59,55.4,64.97,58.25,58.38
55.38,67.72,53.92,48.97,61.07,57.13,58.53,52.92,57.65,54.78,58.95,58.47,54.4,56.02,58.87,51.35,61.02,51.02,49.72,56.21
53.44,56.58,57.41,60.73,52.27,56,54.37,56.59,57,60.82,54.92,58.07,56.1,56.28,53.71,53.1,57.7,53.9,58.05,56.16
59.87,50.92,55.57,59.4,61.2,58.93,60.7,55.48,53.12,56.35,61.7,60.47,53.58,55.4,53.59,57.95,56.68,52.92,51.92,56.62
58.44,51.5,58.48,56.83,59.07,70.63,63.57,56.28,49.8,57.85,51,57.37,47.97,54.48,53.46,44.88,59.5,60.58,58.82,56.34
54.29,38.67,57.51,58.73,56.6,54.57,52.7,57.02,54.42,58.55,60.58,53.9,46.97,47.9,55.58,54.85,53.28,55.85,55.08,54.05
54.59,52.56,53.48,54.63,53,55.5,58.77,55.43,62.27,61.15,59.15,55.73,55.28,58.8,63.62,55.88,54.45,60.08,63.52,57.26
63.18,51.36,51.95,50.47,54.23,63.33,60.47,59.37,48.58,58.88,58.45,56.17,60.14,50.38,60.86,54.2,57.88,59.68,58.78,56.75
49.96,44.81,52.72,53.07,56.97,53.4,59.5,51.92,65.32,60.25,54.8,57.43,56.52,55.58,57.66,55.1,51.28,59.9,52.02,55.17
60.06,65,57.32,52,56.67,52.43,52.23,54.88,63.76,46.82,46.08,63.17,48.36,55.48,58.01,56.82,49.62,54.28,58.88,55.36
58,47.69,57.63,59.3,60.63,61.1,60.17,51.43,55.48,54.5,54.42,54.67,62.71,59.12,55.18,55.25,55.72,61.28,61.02,57.12
61.93,52,58.18,45.5,54.8,57.93,60.13,59.98,54.05,54.35,64.6,52.27,54.05,59.8,56.4,50.75,49.85,52.48,57.95,55.63
49.79,51.86,59.51,60.3,50.97,49.23,52.5,52.52,61.43,62.25,57.2,47.3,59.84,56.32,58.48,57.28,54.72,55.28,48.32,55.01
64.37,45.06,56.08,58.57,58.07,63.23,56.27,53.92,55.15,55.38,61.12,55.5,53.46,53.25,51.08,63.95,49.6,59.85,56.22,56.32
62.09,48.75,56.36,62.67,56.6,52.83,57.6,55,56.83,54.92,56.45,48.93,57.29,57.02,50.96,53.88,51.8,57.15,59.02,55.59
60.11,53.36,54.71,57.57,52.43,51.87,61.07,57.7,55.63,58.52,51.92,57.87,62.64,59.65,61.61,61.5,58.12,56.48,53.82,57.19
53.75,56.92,53.01,61.5,57.6,54.73,54,54.88,55.25,59,56.82,53.27,57.35,60.48,60.41,55.15,58.82,60.95,56.95,56.89
60.84,47.5,59.04,47.53,57.87,60.43,52.77,58.92,55.82,61.82,55.42,51.83,64.38,58.75,58.8,50.9,62.28,46.78,57.72,56.29
51.69,57.19,58.39,61.6,61.97,52.77,54.97,54.95,48.69,48.8,60.82,61.03,52.84,55.92,63.02,50.78,55.38,56.38,58,56.06
56.92,55.36,54.02,60.9,54.17,56.53,59.67,64.67,62.95,60.42,60.25,53.77,62.19,61.62,51.27,58.6,55.62,54.65,58.05,57.98
59.31,46.36,60.63,59.67,54.9,54.5,56.8,56.14,50.98,51.08,56.85,55.4,55.8,64.35,59.23,60.52,58.05,55.18,59.85,56.61
56.7,68.72,60.13,56.5,53.87,49.63,58.17,57.25,48.85,52.45,58.42,52.13,56.72,58.05,61.2,62.15,52.18,55.02,58.7,56.68
53.35,43.14,56.8,54.23,47.37,57.07,65.17,51.18,52.98,56.4,57.6,52.47,50.82,56.9,49.2,56.22,53.02,54.92,52.82,53.77
54.4,57.61,50.52,49.47,54.5,54.4,49.3,56.72,56.47,48.3,54.98,51.43,58.24,55.75,61.78,59.05,62.85,58.88,53.05,55.14
58.39,58.42,53.29,56.33,59.5,62.87,53.97,56.69,55.74,59.3,53.02,43.97,54.79,52.22,62.59,56.05,53.5,56.7,59.52,56.15
59.32,69.39,51.61,50.27,60.17,54.63,55.97,56.29,50.19,60.82,58.7,56.8,60.74,58.15,57.02,54.75,50.72,61.75,58.52,57.15
62.2,58.56,56.02,55.97,58.17,51.47,55.13,55.54,50.03,53.95,54.9,51.27,58.36,63.85,51.33,59.88,60.7,66.78,55.45,56.82
55.25,62.06,56.03,45,55.57,50.67,62.1,65.03,55.07,58.05,57.55,55.63,56.02,53.25,63.06,63.78,50.98,62.25,61.92,57.33
64.27,81.36,51.98,60.03,53.77,57.93,55.97,55.92,60.14,57.92,56.45,55.97,53.14,62.45,56.1,53.4,56.7,58.48,54.28,58.22
47.81,61.67,64.36,52.17,53.5,58.03,61.2,56.18,59.83,54.48,58.42,62.4,54.08,57.15,51.58,53.12,56.38,63.12,56.88,56.97
57.26,48.39,55.68,61.6,62.77,62.83,53.33,56.63,59.42,58.98,57.3,65.33,49.75,60.4,54.42,61,62.38,53.6,56.12,57.75
51.46,56.47,66.83,59.33,57.6,55.63,58.03,59.03,61.25,54.75,61.52,53.17,57.27,51.8,52.05,61.15,52.22,58.02,67.53,57.64
54.83,66.17,57.24,51.07,52.6,57.53,57.13,53.79,60.86,58.68,63.05,49.4,48.4,55.85,52.46,59.12,57.82,56.8,51.95,56.04
54.6,47.75,56.39,60.77,56.4,57.63,55.23,51.51,64.38,56.08,51.2,56.43,52.58,58.58,61.94,62.35,55.65,56.52,59.18,56.59
52.79,60.58,57.76,51.87,49.3,54.87,60.67,58.49,57.9,56.5,52.15,63.83,52.05,53.78,56.84,55.52,58.12,51.15,55.9,55.79
54.41,61.11,53.18,54.07,55.07,55.53,59.43,53.74,59.7,55.08,54.3,51.47,59.06,59.62,61.92,56.48,56.68,59.22,61.28,56.91
58.02,32.08,62.28,51.9,64.07,52.2,54.17,54.32,57.47,53.45,51.7,49.73,54.32,60,58.64,58.72,55.7,56.6,53.22,54.66
61.53,40.94,64.01,52.17,46.33,52.73,58.8,63.26,55.72,55.05,61.28,50.23,59.72,56.18,62.37,59.25,54.35,61.8,59.58,56.59
53.69,46.22,61.3,57.6,63.77,60.53,63.07,54.77,53.95,54.15,50.08,56.5,55.56,52.22,57.81,52.2,61.65,56.6,56.42,56.22
57.59,61.19,50.04,55.03,59.8,61.03,61.93,49.22,54.15,63.9,59.4,57.33,61.85,59.85,50.68,54.2,56.48,55.32,56.28,57.12
62.73,75.5,59.78,57.83,49.93,54.13,60.6,54.49,60.85,52.48,55.68,50.57,59.1,63.32,64.42,57.82,53.02,53.22,55.42,57.94
53.53,59.39,59.53,58.53,51.9,59.97,58.1,57.7,60.48,61.35,53.38,58.03,57.62,62,64.39,54.72,52.4,55.08,53.68,57.46
58.87,58.69,61.98,57.37,55.73,49.03,49.57,61.02,54.47,56.42,56.25,57.2,55.65,56.22,59.44,63.52,59.48,65.62,51.08,57.24
53.63,57.28,56.31,60.1,62.77,55.57,65.63,55.1,57.48,65.28,54.1,55.17,63.12,56.68,61.52,60.08,52.1,55.18,57.7,58.15
55.18,64.17,58.15,53.97,57.57,62.3,56.6,53.37,67.76,55.52,59.95,57.37,44.12,62.3,58.73,57.3,52.4,51.6,52.7,56.9
62.56,55.53,56.32,56.03,55.77,66.1,65.03,57.43,63.03,59.18,60.18,59.07,53.16,54.25,65.23,58.02,59.68,54.05,51.2,58.52
54.45,56.97,56.04,61.6,55.13,71.07,59.6,52.29,60.77,63.52,57.58,61.67,60.94,64.92,58.97,58.05,59.2,52.82,49.85,58.71
54.94,60.08,56.38,52.87,53.57,56.63,55.2,57.38,50.12,54.22,59.1,60.5,60.05,60.4,54,53.2,52.82,55,57.6,56
62.99,48.78,51.32,65.13,60.07,59.73,51.17,57.07,52.56,63.65,54.28,60.87,51.29,52.55,59.26,54.72,51.7,55.68,54.25,56.16
49.48,50.53,58.69,59.5,50.7,52.5,54,50.31,50.47,60.4,57.75,57.57,59.63,56.92,61.33,60.62,53.38,59.85,51.08,55.51
55.85,55.5,55.98,62.57,60.17,50.97,60.37,60.12,58.49,57.02,59.1,58.87,45.05,63.08,64.82,53.1,59.3,54.62,58.22,57.54
60.2,54.97,57.12,50.83,57.13,52.77,54.97,53.01,50.87,50.88,60.6,46.13,62.66,49.82,64.58,57.55,60.52,54.2,59.9,55.72
53.19,46.75,59.37,53.87,56.97,65.37,48.63,51.61,53.5,59.28,51.6,49.6,53.02,56.58,58.43,57.75,59.12,48.42,60.55,54.93
60.48,49.36,56.85,52.4,50.53,66.9,56.8,62.88,55.82,55.85,60.85,60.5,57.8,63.62,52.45,63.88,50.22,54.8,62.75,57.62
61.05,56.31,53.67,57.97,58.67,60.83,45.63,54.36,56.68,53.02,62.02,57.17,55.17,51.78,58.23,45.02,48.5,55.65,56.78,55.18
65.38,56.56,57.78,55.97,59.77,62.6,57.67,55.19,55.7,53.12,56.35,54.43,47.7,61,58.02,55.4,48.82,57.68,56.85,56.63
61.98,65.92,58.99,54.07,56.77,55.7,64.9,65.66,50.92,52.92,56.5,57.1,58.82,61.72,62.18,54.55,60,56.8,62.15,58.82
52.42,59.22,62.25,49.47,60.4,44.2,55.03,57.6,61.71,58.42,59.68,52.57,58.82,56.35,52.69,53.7,54.28,60.65,58.65,56.22
53.91,63.22,59.3,68.57,51.83,61.53,48.77,54.7,55.76,59.62,54.25,57.67,58.18,59.05,59.64,52.62,59.88,64.65,53.3,57.71
61.7,52.69,55.91,59.73,54.87,57.73,58.53,61.03,56.21,52.45,64.53,53.73,57.67,52.65,53.21,54.62,47.75,59.45,54.32,56.25
64.04,67.11,59.76,51.83,58.03,56.33,58.9,57.54,54.57,49.5,56.92,60,51.95,53.02,54.51,53.42,58.25,55.75,53.88,56.6
57.84,71.5,56.02,59.13,55.4,57.23,50.43,56.88,50.66,56.58,51.7,49,59.81,60.88,58.33,52.12,55.5,60.72,51.95,56.41
53.77,47.69,56.1,54.87,55.5,58.1,56.83,55.08,51.45,56.58,62.95,60.97,52.48,57.4,60.03,53.72,50.9,52.78,54.25,55.34
55.24,47.89,56.61,56.5,59.67,47.7,54.3,62.39,59.54,62.22,65.03,60.43,55.83,60.55,55.98,53.18,55.6,56.02,53.78,56.76
55.53,66.89,51.25,56.5,49.53,54.57,52.5,53.85,57.27,54.52,59.4,65.4,63,55.2,47.05,56.62,58.55,56.48,60.8,56.57
53.01,53.72,43.41,53.9,57.4,57.67,58.6,59.99,57.05,51.7,56.5,49.23,59.13,55.48,58.19,60.78,56.52,46.78,63.48,55.4
55.23,54.14,58.53,59.13,56.07,52.17,48.53,54.82,55.91,57,52.58,57,59.52,60.55,45.42,57.98,60.08,57.25,56.72,55.72
60.74,51.47,60.44,58.73,54,57.13,60.43,58.57,49.94,63.1,58.2,51.57,57.88,51.25,59.85,52.25,63.52,56.15,53.5,56.78
61.77,48.58,52.42,58.13,54.4,59.17,66.47,51,58.75,56.78,54.65,57.1,59.78,52.92,56.74,57.38,51.3,56.42,57.48,56.38
60.11,56.56,57.87,59.1,58.8,51.03,59.7,69.08,53.29,53.45,56.22,59.7,61.08,55.78,51.05,56.4,58.02,62.08,51.32,57.4
56.65,60.39,50.6,57.97,63.4,49.4,45.73,53.64,52.12,53.85,59.15,62.37,49.73,55.32,53.42,48.02,53.38,54.78,59.38,54.7
57.17,52.89,58.22,50.13,54.83,58.67,41.7,58,68.68,53.2,55.15,60.63,59.92,60.95,52.82,56.48,54.18,62.9,53.65,56.32
58.03,60.61,56.38,50.9,52.93,51.77,54.83,53.14,59.51,59.52,55.9,58.9,51.63,62.5,58.14,53.55,60.85,51.9,55.78,56.15
59.72,55.75,59.77,57.23,50.93,59.3,60.5,53.92,60.91,53.95,60.85,62.17,56.19,56.72,59.15,52.62,60.45,54.15,54.68,57.31
55.03,59.11,54.88,48.33,63.03,54.43,55.6,59.7,50.06,56.08,59.62,56.83,56.83,50.82,53.42,47.68,53.95,59.8,54.75,55.26
55.68,43.81,56.76,55.83,55.77,59.37,61.3,53.62,60.62,54.78,66.95,52.47,61.68,58.25,50.2,54.08,62.25,56.12,58.5,56.74
53.45,62.17,56.29,55.07,69.5,56.8,49.7,52.15,55.39,48.15,64.32,46.6,54.28,47.95,67.07,57.38,56.75,58.65,59.78,56.39
55.62,58.22,58.7,44.13,56.23,51.4,54.4,64.33,53.8,57.15,62.65,56.63,55.7,63.98,55.54,61.25,58.38,60.9,60.98,57.37
58.85,52.17,53.12,54.67,53.8,56.1,59.73,54.02,50.9,63.2,58.7,58.97,55.84,58.82,53.25,61.82,58.38,57.35,60.65,56.86
57.13,56.67,53.29,52.9,51.6,56.23,58.37,63.64,58.94,57.22,55.3,58.47,47.18,51.18,56.6,56.18,54.38,58.42,56.32,55.79
56.5,68.64,59.47,52.33,58.3,48.93,56.2,61.06,61.68,59.78,57.18,50.7,54.78,51.7,57.93,49.52,53.48,50.68,50.6,55.76
57.65,67.72,50.62,57.37,54.4,54.87,54.97,56.11,59.14,59.45,51.2,57.23,57.45,52.62,54.32,68.1,60.38,52.65,60,57.17
52.14,58.06,50.64,47.3,50.07,61.77,61.07,57.89,52.88,59.28,58.25,56.93,56.12,57.6,55.94,51.7,53.72,48.35,55.58,55.02
