ESU10000,SSU10000,CSU10000,GNT10000,CGS10000,GRC10000,ERM10000,AUD10000,POL10000,REG10000,ETI10000,CGV10000,IGV10000,CPI10000,ESRC_001
86.89,86.83,88,83.75,86.83,88.67,83.83,88.17,83,87.83,83.67,88.17,87.5,87.83,86.5
89.83,87,84.17,82.5,91,88.72,80.5,87.5,85.17,87.5,86.17,86.33,84.5,88.33,86.37
88.11,86.17,87.5,81.5,87.33,86.11,84,85.5,85.33,89.83,83.83,88.83,84.33,86,86.03
88.61,88.83,87.83,82,88.33,88.5,83.83,91.17,90,82,91.5,88.67,85.5,91.17,87.71
86.61,86,86.67,95.25,81.67,87,83.33,86.5,85.83,84.83,83.5,83.67,84,87.17,85.86
87,80.67,89.83,87,84,89.94,92.83,84.67,85.83,85.83,81.17,92,90.67,86.83,87.02
89.22,85.83,87.33,89,87.17,90.67,88.5,87.17,93.17,84.83,84.33,84.33,83.17,91.5,87.59
88.22,91.83,89.67,88.25,89.83,88.39,85.33,87.33,88.33,91.33,87.17,85,85.17,81.5,87.67
91,88.5,86.5,89.5,80.83,85.78,85.33,89.5,85.83,87.83,83.83,84.67,89.17,84.33,86.62
82.61,86.83,87.83,80.75,85.83,89.11,86.5,90.83,88,89.17,88.33,87.67,85,85,86.68
89.5,88.5,92.17,92,84.67,83.67,88.67,84.33,83,89,83.17,82.67,90.33,88.33,87.14
87.83,86.17,92.33,86.25,91.33,82.78,85,88.67,90.17,85.83,80.83,86.5,85.83,87.17,86.91
89.89,86.17,90.5,81.5,83,85.39,84.5,88,91.17,86.5,79.5,82.83,91.33,85.17,86.1
88.33,89.33,91.67,82.5,88.33,85.33,82.67,80,86.33,87.67,84.83,88.67,89.33,82.17,86.23
83.06,90.17,92.5,81.25,84,89.11,88.67,86.67,88.33,85.83,81.33,85.33,89.83,83.83,86.42
90.17,84.83,88.67,82,84.33,86.78,86,93.67,90.17,87.17,87,81.5,89.17,84.5,86.85
83.39,88.83,90.5,87,91,83.56,87.17,85.17,85,86.33,87.5,86.17,81.33,91.33,86.73
84,83.67,89,90,87.67,85.67,89.17,86.67,81.67,81.17,85.67,89.33,83.83,86.33,85.99
90.44,85.17,86.5,86,86.67,88.17,88.33,90,87,87.67,83.17,80,85.17,87.17,86.53
85.11,90.67,87.67,86.25,85,87.72,82.5,84.17,88.67,89,81.67,86.67,81.17,78.67,85.35
90.5,81.67,82.33,93,87.33,87.17,89.33,81.33,80.83,88.67,90.33,87,83.83,85,86.31
88.28,83.33,84,92.25,87.33,82.61,85.5,83.33,85.17,81.83,79.33,90.5,88.5,82.17,85.3
85.11,87.83,93,90.25,86.83,88.17,83.67,91,85.67,85.17,85.5,87.67,85.83,87.33,87.36
87.28,86.33,84.83,87,89,85,84.5,85.67,85.83,83.5,88,86.67,79.5,86,85.65
90.44,85.83,85.67,83,80.67,85.67,87.17,84.5,86.17,91.17,85.83,87.17,90.17,89.83,86.66
86.78,87.17,85.33,90.25,87.67,91.94,88.17,84.33,88,87.33,89.33,84.33,90,90.67,87.95
86.94,84.17,84.33,85,87.5,88.11,89,86.5,85.67,92.33,83.17,91.83,86.5,83.83,86.78
88,87.33,87.67,88.5,85.33,89.56,84,85.5,84.83,90.67,88.5,83.67,85.33,88.67,86.97
82.67,85.67,88.17,86.25,92.17,85.72,89.33,87,82.5,89.67,82.33,81.17,88.33,85.5,86.18
89.22,84.33,84.67,79.75,88,87.33,81.17,86.33,88.83,89.17,88.17,81.5,89.83,87.33,86.12
80.72,81.83,83.17,83.75,84.33,87.72,89.5,90,90.83,86.83,89.83,83.17,83.83,88.17,85.98
86.72,89.5,93.17,94,89.5,87.06,90.17,91.17,86.33,93.33,88.83,88.67,92.5,85.33,89.73
83.44,84.5,91.17,84.5,87.5,85.11,84.83,84.83,84.67,89,86.5,80.83,83.83,90,85.77
84.39,83.83,90.33,89.75,86.83,91.33,88.67,87,85.83,87,85.17,83.5,88.5,88.17,87.16
91.78,86,81.67,84.75,85,86.61,85.5,92.33,84.83,87,82.83,81.83,91,86.17,86.24
86.39,91.5,83.33,86,87,93.22,84.5,81.67,83,84,84.17,87.17,84.17,86.17,85.88
89.28,81.17,85.83,83.75,84.5,87.83,85.5,84.5,84.5,87.67,83.33,84,82.33,85.33,84.97
86.33,88.17,86,88.5,90.33,86.39,90.67,80.83,88.67,83.33,87,88.67,89.33,83.5,86.98
87.78,87,83.33,80,83.5,85,87.17,91.17,89.67,82.83,89.33,83.17,83.33,91.83,86.08
89.22,81.83,87,84.75,84.67,86.78,85.67,85.17,85,88.83,81.17,86.17,91.5,86.5,86.02
87.39,84.5,89.17,88.5,87.17,87.17,81.5,86.67,84.83,83.5,86.17,93.5,85,83.33,86.31
87.11,87,82.5,85,86,90.5,92.17,87.67,87.5,89,87.17,84,84.5,86.33,86.89
86.28,87.67,85.33,90.75,91.17,87.94,83.17,83.83,87.33,85.67,85.33,93.5,84.67,85.17,86.99
84.44,85.67,88.83,90.75,82.5,86.89,90.33,79.17,88.83,87.83,87.83,88.67,84.5,88,86.73
85.17,88.83,86.5,86.25,83.5,90.44,80,85.33,86.5,88.67,89.17,84.67,87.67,91.67,86.74
87.22,84.67,87,83.25,85.83,83.67,85.17,92.33,86.17,82,90.17,87,86.17,85.33,86.14
80.17,84,79.83,90.25,91.67,86.39,84.67,77.83,85.83,87.67,81.83,83,91.17,84.67,84.93
85,83.83,87.17,93.75,86.83,83.72,85.83,90.33,83.67,86.67,86.67,86.5,84.33,84.5,86.34
86.94,85.67,88.33,90,91,79.33,86.67,87.83,89.17,86.67,86.5,88.33,84.17,83.83,86.75
84.22,89.33,81.83,92.75,86.83,87.44,83,87.17,83.67,92.5,88.67,91.67,81.5,83.5,86.72
88.17,86.5,84.5,91,83.33,86.22,87.17,85.67,86.33,87,91.33,81,83,83,86.02
88.11,89.67,88,87,87.5,80.83,89.67,84.83,78.67,85.5,88.33,82.33,87.67,89.83,86.28
83.89,90.17,81.33,88.5,83.67,87.06,83.17,86.17,81.83,86.33,87.67,83.33,87.67,91.5,85.88
84.78,86,85.17,89.75,88,87.78,84.17,83.67,84.5,89.17,86.67,87,86.17,81.5,86.02
85.56,83,89.17,89.25,82,88.28,90.5,86.33,87.67,87.17,81.33,85.83,84.67,85,86.12
83.28,86.17,92.17,84.25,90.17,80.44,87.5,84.83,85.33,84.67,82.5,84,83.17,85.17,85.26
86,86.67,85.17,96.25,93,86.39,89.67,86.33,86,85.67,86.67,87.67,84.17,92.83,88.03
84.39,82.83,89.5,87.25,85.83,86.28,87.67,83.83,85.33,88.5,85.17,89.17,84.5,86.17,86.17
86.94,86.67,91,89.75,86.83,91.67,86.67,82.33,88.17,87.5,89,91.67,82.5,84.33,87.5
84.78,83.33,88.83,82,86.5,87.78,86.5,86,87,82.83,87.5,87.83,86.17,84.83,85.85
86.78,82.5,86.17,81.75,88.5,86.89,86.5,87,83.5,83.5,83.33,84,86.5,87.17,85.29
83.56,88.33,93.67,88,81.67,87.78,91.33,84.67,84,89.33,83.67,84.5,86,91,86.96
85.33,83,88.33,87,85.67,89.5,87,85.5,89.67,86.5,86.17,87,84.83,88.33,86.7
88.56,88.67,90.33,77,82.5,90.22,90.17,83.67,90.83,86.5,88.67,79.67,85,83.5,86.09
89.22,84.33,86.83,78.5,84.83,86.44,85,84.33,90.17,91.83,87.17,85.33,86.67,86.33,86.21
90.06,83,83.5,92.75,87.5,82.11,86.67,85.33,88,92.17,87.33,85.17,85.17,86,86.77
87.61,88.17,83.67,90,88.5,86.83,88.67,87,84.17,81.83,82.33,84.17,90.5,90.17,86.69
88.11,85.5,89.5,88.5,91.17,86.33,82.5,84.67,88.33,85.83,86.67,88.83,84.5,82.67,86.65
88,85.17,84.33,81,88.83,81.39,89.17,88.33,89,86.83,91.33,90.83,90.5,84.83,87.11
87.17,85.67,89.17,89,87.17,82.11,88,90.83,87.5,89.67,84.5,89.17,86.67,85,87.26
88.56,83.33,83.83,90.5,87.67,83.83,85.67,86.33,88.33,86.17,88.83,86,86.83,86.83,86.62
85.06,83.17,81.67,80.5,87.67,83.06,90.5,84.83,86.17,88.67,91.17,85.33,85.83,90.33,86
87.78,86.5,81.67,86,92.33,84.78,93.83,86.33,84.83,87.83,87,89.83,87.17,86,87.28
88.61,87.5,90.33,85.75,90.5,87.28,86.33,83.33,86.67,87.17,84,87.83,83.5,87,86.84
79.94,86,82,87.25,88.17,83.33,91.5,87.33,85.33,86.5,89.67,84.17,88.17,87.17,86.18
89,85.5,88.33,93,85,85.06,82.67,88.67,86.67,88,81.33,85.67,84.5,86.67,86.43
90.78,87.83,82.33,90,84.83,88.17,87.17,83,87.83,85.5,83.17,88,83.83,89,86.53
87.33,86.5,89.67,86.25,90.67,83.17,82.5,84.17,84.67,88.33,80.83,84.5,90.5,84.33,85.96
88.22,86.67,82.67,87,85.17,84.83,88.17,84.5,84.67,87.67,82.67,88.5,86.33,87.17,86.02
87.56,87.33,81.33,82,85,87.44,82.83,84.83,84,85.67,86.83,84.83,84,89.5,85.23
88.17,83,85.17,87.75,82.83,87.06,85.17,89.5,87.17,84.33,87.17,89.67,87.83,80.83,86.12
90.22,85.17,85,92.25,84.17,88.67,82.83,84.33,82.83,88.83,90.67,89.33,84.83,87.5,86.9
85.61,87,88.83,83.25,88.83,83.44,85,87.5,86,87.5,84,90.83,89.67,92,87.11
85.28,87.5,85.5,85.25,89.83,86.17,87.67,81.5,79.83,85.67,88,84.33,83.83,87,85.53
87.06,82.33,86,91.5,81.67,81.67,84.33,85.33,83.67,89.83,84.67,84.33,84.67,85.33,85.17
84.06,87.33,84.33,80,85.17,89,89.33,85.17,88.67,85.67,90.17,86.33,88,86.5,86.41
83.83,88.33,82.33,83.25,86.67,83.78,90.83,80.5,91.67,87.67,90.17,84.5,85.33,87.83,86.19
88.33,87.67,87.67,94,89.5,85.89,89.5,84,86.17,84.17,87.33,82.17,83.67,82.33,86.6
88.28,88.83,89.67,82.75,83.67,86.5,84.17,92.17,83.83,84.5,83.5,84.67,91.5,86.17,86.44
84.61,82.17,84.5,81,86.67,84.44,86.67,86,88,86.17,86.67,82.5,87.33,87.17,85.28
84.33,86.67,90,81.25,88,84.39,87.33,90.67,89.33,83.67,86.33,88.83,84.17,87,86.57
83.33,84.17,88.33,89.25,83.17,91.17,84.33,86.67,84.67,89.83,90.67,87.5,87.17,82.83,86.65
90.5,84.67,88.83,85.5,91.5,88.11,87.33,85.5,83.83,83.5,83.83,85,89.33,90.33,86.98
87.5,84.17,88.5,80.75,85.5,89.56,84,84.67,82.17,87.33,85.5,83,92.17,83.5,85.59
85.61,83.5,82,83.5,88.17,87.67,88,89.17,89.67,89.17,89.5,92.33,87.67,90.83,87.63
86.22,87.83,89.33,86.75,89.33,90.33,86.83,87.5,84.5,89.17,86.67,84.67,88.33,86.5,87.43
85.44,88.83,82.5,88.75,86.33,88.22,86.5,85.67,87.5,88.33,93.17,85.33,90,87,87.4
81.56,88,83.33,87.25,90.67,89.22,90.67,87.33,88.83,87.83,89.33,85.17,82,87.83,87.07
82.22,86.83,86.83,80,82.33,81.28,86.33,83.5,86.33,85.33,84.5,84.33,86.33,83,84.23
83.67,86,89.17,89.5,88.33,84.33,85,87.5,80.83,85.5,89.5,87.17,89.33,85.83,86.55
81.61,88.33,85.5,82.75,87.67,87.11,87,86.83,88.67,83.33,80.83,92,81.33,85.67,85.62
87.56,84.67,85.83,86.25,89.33,90.78,84.33,82.67,84.67,90.67,85.33,84,91.17,90.17,86.96
86.28,88.33,88.5,85.25,82.83,87,88,85.33,87.33,93.5,82.67,84.83,88.83,83,86.55
86.06,88,88.17,86,89.67,88.56,88.67,87.17,87,82.67,84.67,84.83,86.33,85.33,86.65
85.61,87.83,88.67,89.5,91.67,90.83,89.83,85.5,83.83,87.83,87,89.17,87.33,87.33,88
85.61,80.33,86.5,82,85.83,83,89.17,83.17,84.17,82.33,88.83,89.67,80.83,89,85.03
90,82.67,81.17,87.75,87.17,87.61,88,88.33,81.33,85.83,85.83,87.33,87,85.67,86.12
89.61,86.17,85.5,83.75,89.33,85.11,85.33,82.67,82.83,82.67,87.83,88.17,83.67,87.83,85.75
85.61,83.33,87,83.5,84.33,86.94,87.5,89,94.33,85.17,87.67,89,84.83,82.33,86.47
83.22,88.67,85,87,84.5,90.17,87.83,86,87,86.17,86.17,89.17,81.83,89.5,86.59
87.33,86,86.17,88.5,85.83,85.83,87.17,88.67,87.33,84,91,85.33,84.83,84.83,86.63
86.06,85.67,85.33,84,88,86.22,83,89.17,85.83,84,93.5,91,92.83,87.33,87.28
80.78,84,83.17,81.25,84,83.5,86.83,82.17,91,83.83,87.5,89.17,84,85.67,84.78
83.61,85,88,83.5,82.5,84.06,82.83,96,87.83,91.67,85.33,80.83,83.33,85.5,85.71
87.89,85,87.17,89.75,89.5,86.83,84.83,84.5,91.5,83.5,83.83,87.17,85.67,88.33,86.82
84.11,86.5,82.33,91.75,88.83,86.28,91,90.33,89.5,83.5,87.17,87.5,84.33,85.67,87.06
83.33,83.17,83.33,86.5,83.17,82.11,92,88.83,91.33,86.67,89.33,90.5,84.83,87.83,86.64
88.5,87.5,86.17,84.75,87,83.94,84.17,86.33,87.83,84.5,87.5,88.33,86.33,84.17,86.22
87.78,90.5,83.17,87,82.67,88.17,88.5,87.33,84.67,81.33,84.5,87.67,87,87.83,86.29
89.11,87,81.33,88.25,81.67,88.33,91.33,86.67,88.33,87.17,91.17,91.33,88.5,85.5,87.55
85.94,84.5,87.17,85.25,89.83,85.06,91.17,88.83,91,85.67,83.33,91.5,85.67,82.67,86.97
81.28,90.33,87.33,88,84.83,86.72,88.67,85.33,83.17,86.33,86,88.5,88.67,83.17,86.31
81.22,91.83,89.67,85.25,84.17,86.67,88.17,85.33,84,89.5,85.67,88,88,83.33,86.49
84.17,87.67,84,85.5,87.33,86.22,81,83.83,84.67,88,88.5,87.67,83.83,86.83,85.66
86.22,87.83,89.83,82,89.33,88.28,86.83,87.83,87.5,87.67,84.83,85.5,87.17,89.5,87.17
85.89,84.67,85,82,91.67,83.61,93.5,84,83.17,86.33,81,82.83,85,83.17,85.13
89.17,86.5,85.5,87.5,86.17,90.89,86.5,83.17,82.5,82.83,86.67,89.17,86,86.83,86.38
90.67,88.33,86.33,87.75,88.83,87.17,84.17,83.33,88,81.67,80.67,85.5,86.83,87.67,86.21
84.72,83.17,85.17,84.25,87.17,81.89,83.17,85.17,86.17,87.5,89.33,85,86,82.83,85.11
81.61,86.67,88,83.5,89.5,85.22,89.83,88.5,81.83,83.83,84.83,88.67,86.33,88.5,86.2
85.89,88.17,87.17,90.5,91.33,84.61,90.5,89.17,87.17,87.67,82.33,80,87.33,93,87.49
86.44,86.83,91.17,84.75,85.5,86.39,84.17,85.17,90.67,89.5,84.33,85.17,83.83,86,86.42
86.28,88.5,89,85.5,81.67,88,84.83,88.5,80.5,85.33,84.33,90.17,88.83,90,86.53
89.17,83,82.67,83,85.5,88.06,84.83,84,86.5,92.17,89.33,88.67,82,84.5,85.96
85.61,84.17,84,85.5,84.5,81.56,90,87.83,89.83,81.83,84.67,83.5,85.5,85.67,85.3
89.5,91.33,90.17,81.75,82.83,90.67,80.33,87,89,84.5,86.5,87,86.5,86.33,86.67
89.17,89.83,85.67,86.75,91.17,86.06,87.67,82.67,87.5,87.17,87.5,85.67,81.33,82.67,86.49
84.67,88.83,81.5,87.75,88.5,87.61,84.67,90,87.33,92.5,89.67,87.5,84.5,86.83,87.28
85.83,88.17,84.5,89.25,88.83,91.72,87.33,89,86,83,86.33,85.33,88.33,85.17,87.06
82.22,91,92.83,86,82.83,83.06,83.5,93,86.83,84.33,87.33,84.5,91.5,84.67,86.69
84.22,85.67,86,88.5,89.17,83.83,86.33,87.17,91.33,88,90.17,83.33,83.33,87.67,86.77
86.83,88.33,87.67,83,88.5,89.61,83.33,84.33,85.67,86,87,93.33,88,85.83,86.96
87.28,80.83,87.67,89,86.17,85.72,85.67,88,85.5,87,86.83,85.33,89.17,87.67,86.56
84.61,87.17,85.5,87.5,87.67,87.5,92.67,87.5,86.33,89.67,86.67,84.17,90.33,90.17,87.67
88.67,85.67,86.83,82.75,86.5,82.89,88,86.5,87,88.67,89.33,89.17,84.5,87.67,86.72
85.44,82,85.33,92.75,88,85.78,87.67,84.83,86.17,83.67,87.5,92.67,88.67,81.83,86.59
82.56,82,81.67,88,88.83,84.5,86.33,87.67,83.67,86,87.5,85.33,82.67,91.33,85.58
82.56,84.5,86.17,85.75,90.5,80.33,90,88.33,88.67,83.5,85.17,85.83,88.17,80.67,85.72
85.17,85.33,89.5,89,85.5,89.39,81.83,85,90,89.83,83,89.5,83.33,82.17,86.33
85.78,82,90,84.5,79.33,83.94,90.33,89.33,88.83,82.33,88.17,84.5,80.83,85.17,85.36
84.83,92,84,82.5,85.5,85.22,83.67,83,90.5,88.83,85.5,89,86.17,91.17,86.56
85.5,83.83,88.17,84,83.67,85.78,88,85.17,86.83,85.67,86.83,84.83,85.5,89.33,85.94
83.67,86.33,81.17,82.75,85.83,84.56,79.83,88,89,86.67,84.17,82.83,87.67,88,85.03
88.94,87.5,94,88.5,87.5,81.44,87.17,91.17,85.83,88.5,86.83,88.83,86.5,91,88.12
87.39,86.17,85.67,85.5,84.33,91.5,81.67,86.83,88.33,86.17,83.5,89,80.83,85,85.85
84.56,87.67,88.67,85.25,88.83,83.78,91,88.83,83.5,84,85,81.83,90.5,85.17,86.33
88.11,83.5,88,90.25,81.17,89.61,89.17,87.5,90.5,83.5,83,91,85.5,87.33,87.01
84.78,83.83,80,90.25,85.33,84.94,87.67,88.17,88.83,88.5,89.5,82.5,84.67,87,86.14
84.39,82.67,86.5,86.5,88.33,89.78,90.5,85.17,89.17,92.17,88,89.5,83.67,86.67,87.36
89.44,86.17,88.17,85,89,88.39,87.83,85.33,87,88.67,85.67,88.83,81,88,87.04
81.67,89.5,91.67,86.5,87.17,86.5,91,84.83,84.5,88,87.83,85.83,86.17,90.5,87.26
83.89,80.83,89.5,85.25,88.83,86.72,85.67,88.17,86.67,85.67,83.5,88.5,87.83,85.5,86.18
84.89,88,80.67,92.5,85.33,82.28,90.33,90,84.83,86.83,84.17,84.83,84,88.5,86.23
83.61,83.17,86.5,91.25,88.67,88.61,88,87.83,86.33,82.83,83.83,92.17,89.33,91.33,87.39
89.28,83.33,85.33,85.75,87.5,86.22,90.83,91,90.83,88.83,87,83.67,85.67,82.83,87.01
80.06,84.5,86.17,88.5,90.67,89.78,88.67,88.83,85.33,86.17,87.17,79.83,82.83,86.67,86.08
84.11,88.33,83.17,84.5,85.33,87.83,85.33,89.33,87.33,89,88.83,84.33,87.67,89.33,86.75
87.67,89.83,89.67,80.5,87.33,90.72,81.67,84.83,85,87,87.67,89.33,87.33,87.17,86.84
87.44,84.17,89,82.5,89.83,85.22,85.5,87,90.17,85.67,83.67,83.67,85.33,85.67,86.06
83.61,84,84.33,87.5,83.17,88.67,90,86.17,84.67,85.33,88.33,88.5,87.5,86.33,86.29
83.61,82.33,88.33,88,86.5,85.44,84,87.33,91.33,86,89.33,87.17,88.5,84.33,86.59
86.11,85.67,86,93,82.17,80.67,83.83,87,86.33,86.5,87.83,87.67,86.5,87.5,86.2
84,83.83,84.17,89.25,83.83,90.72,90.83,88.17,87.33,91,87,82.67,84.5,86.5,86.7
83.39,88.5,86.83,88,91.5,90.72,91,79.33,87.83,85,89.83,89.33,89.33,84.83,87.53
85.67,86.83,90.67,90.5,86.17,90.78,86.17,85,89.33,88.33,86,81.67,82,88.17,86.95
84.5,85.5,86.17,85.25,83.5,84.39,84.5,89.67,87.33,93,86.33,83.33,88.33,81.33,85.94
85.22,88.33,88.83,83.75,85.5,89.83,85.67,86.83,87.33,83.33,85.5,91,81.83,85,86.28
89.33,85.67,87.33,90.5,89.17,86.28,84.83,81.67,82.5,86.33,87.33,92.83,91,87,87.27
85.94,80.83,85.67,86.75,86.5,83.17,89.67,83.33,88.67,86,93,87,83.17,93.83,86.68
84.22,88.5,86.83,90,83.33,85.56,86.33,84.33,85.33,88.33,92.33,89.83,87.83,86.17,87.07
88.67,86,84.83,87.5,92.17,88.83,89.83,82.33,90.33,84.33,85.33,85.67,81.83,88.5,86.87
83.28,88.33,88.5,79.5,83,87.94,89.33,88.33,89.83,86.5,84.17,92.83,85.17,85.33,86.58
83.28,85.17,88,92.25,88.33,91.06,87.33,85,90,86,81.33,90.5,87.33,85.67,87.23
90.72,87.33,84.83,83,88.5,85.06,84.33,85.17,88.5,90,89.83,88.17,89.67,83.17,87.02
87.72,83.17,89.33,83,82.67,87.89,91.5,87.83,87.67,89.5,86.33,86,86,82.5,86.51
82,87.33,90,81.75,86.17,82.56,85.67,84,86.83,86.83,88,84.83,88.33,87.83,85.87
86,85.33,83.83,86,86.17,84.33,86.67,90.67,84.33,85.33,87.17,88.33,89.5,88,86.55
82.11,87.17,84.67,86.75,87.5,88.72,88.83,83.67,87.5,86.33,83.67,86.5,79.33,89.17,85.85
88.94,88.17,84.83,87.75,86,85.78,86.67,86,88.67,83.83,84.5,89,85.83,85.5,86.53
91.61,82.17,84.17,90.75,85.83,83.11,86.83,86.83,92.17,89,86.83,84.83,86.67,84.5,86.81
88.22,92.67,88.83,81.75,85.67,84.89,91.17,83.67,89.17,85.67,88.33,83.5,81.5,90.67,86.84
85.5,89,89.5,85,84.17,83.89,85.67,85.67,90.33,86,85.5,88.67,85.5,85.67,86.43
82.44,87.5,86.33,86.5,86.83,88.94,88.83,88,86.33,87.67,84.5,85.67,90.33,84.5,86.74
87.39,80,88.67,92,86.33,80.06,84.33,89,86.83,88,86.5,88.67,84.5,89,86.52
84.5,87.17,86.83,83,83,87.89,86.67,88.33,86,88,84.83,86.67,87.5,86.17,86.18
87.83,87.17,87.83,89.5,85,91.33,85.5,86.83,85.67,88.5,84.33,83.5,85,87.5,86.82
89.39,88.33,82,86.25,84,82.78,86.67,83.83,89.83,86.5,91.17,88.83,85.33,90.33,86.8
88.11,85.67,88.83,82.5,85.33,85.06,90.67,81.67,88.33,85.67,89.83,84.83,89.5,84.17,86.44
86.06,89.67,89.5,89.75,80.67,89.94,83.17,88,88.5,87.33,87.5,89.17,86,91.5,87.62
87.89,86,87.67,84.5,83,86.67,85.67,92.5,82.33,83.17,88.67,87.67,84.17,87.83,86.27
92.78,89.5,83.33,86.5,89.67,82.83,87.67,83.67,83.33,81.83,88.83,85.33,89,83.17,86.25
92.61,88.83,94,91,87.33,90.33,84.83,84.17,89.17,93,87,87.83,83.67,87,88.63
84.67,81.33,87.17,80.5,84.67,86.89,90.33,84.17,90,80.83,91.83,86.83,83.17,80.5,85.21
83.72,83.67,90.33,84.25,87,84.17,88.67,91.33,85.67,85.17,87.33,85.5,79.17,85.17,85.8
86.22,91.33,81.33,90,93.5,86.56,88.67,86.17,86.17,85.17,90,88.33,86.83,88.5,87.77
90.61,92.5,86.83,85.75,88.5,85.94,89.67,89.83,86.17,84.5,83.83,87.83,84.67,88.67,87.52
88.67,87.67,83.67,83.25,83.33,84.17,87.17,85.5,90.83,86.17,86,85.67,87,83.5,85.9
86.94,84,89.17,83.5,82.83,83,85,89.17,92.67,85.83,81,87,83.5,84.67,85.59
81.94,86.83,87.5,92.25,89.17,83.11,86,88.33,84,87.5,82.67,86.17,87,82.33,86.06
84.94,89.33,85.5,85,81.67,84.94,86,89.17,89.17,83,86.67,84.67,89.67,82.33,85.86
87.39,85.17,84.5,85.5,90.33,83.67,85.33,91.5,89.5,88.67,77.5,86.5,86.17,84.17,86.13
86.89,87,85.83,86.5,82.5,86.28,89.5,88.33,86.83,84.83,83.5,86.67,86,86,86.19
85.83,84.5,86.17,91.5,90.67,83.56,86.5,88.33,85.67,89,85.67,87,89,87.83,87.23
85.56,88.17,88,84.5,86.67,80.78,88.33,91.67,87.67,89.33,86.33,84,90.5,89.17,87.19
80.94,88.17,85,88.25,83.17,86.72,83.33,82.67,90.17,83.5,84.33,92.33,85.67,83,85.52
87.44,85,82.83,89,84.5,90.83,86,88.83,82.33,82.67,87.5,92,85.33,87.5,86.56
86.5,81.17,87.33,83.25,86.17,87.28,85.5,87.83,88.83,86.5,87.33,86.33,92.67,84.83,86.54
84.28,82.5,87.17,86,84.33,81.61,86.33,83.17,91,79.83,91.5,88.33,85.67,86.83,85.61
85.28,86.17,88.83,84,84.67,86.56,88.83,87.5,83.67,88,87.67,85.33,83.83,84.5,86.06
83.22,86,86.5,92,85.33,88.28,90.33,89.17,86.5,84,83.83,86.67,88.17,92.83,87.35
82.78,87.83,83,87.75,88.83,86.5,86.33,83.67,85.33,90.83,87,84.33,90.17,89.33,86.69
83.44,91,85.33,81.75,85,88.56,88.33,86.83,83.83,92.33,89.83,86.67,87.5,86.67,86.93
83.78,87.17,89,82.75,85.5,86.56,89.17,87.5,84.5,84,84.33,89.67,84.33,84.33,85.9
82.72,94,85.33,86,89,92.78,84.67,88.17,87.33,86.17,88.83,91,86.5,81.83,87.45
82.39,88.67,84.67,84,85.17,88.17,85.67,84.33,89.67,90.33,85.33,84.17,81.83,87.5,85.85
87.94,89.67,87.83,88.5,89,88.83,90.83,91.33,88.33,86.5,88.5,88,86.83,83.83,88.28
88.44,92.17,85,84,81.83,86.67,86.17,86.17,86.5,86.33,87.17,87.83,89.5,83,86.48
86,86.83,88.17,82.75,82.83,85.56,87.67,89.83,86.33,84.67,86,87,87.33,89,86.43
85.28,87.67,83.67,80.25,87.83,86.06,81.5,88.83,86.67,90.33,88.83,85,86.83,85,85.98
88.83,85,84.83,85,86.83,91,82.83,86.83,85.33,81.33,87.5,86.83,80.83,85.67,85.62
89.33,84.5,87.17,87.75,85.5,89.39,85.5,86.33,85.5,87.17,84,86.33,84,88.67,86.51
85.61,84.83,81.17,81.75,86,84.11,87.17,87.33,85.83,90.5,87.5,89.67,86.83,86.5,86.06
89.44,82.17,85,88.5,88.83,84.28,86.17,87,86.5,86.5,91.67,82,87.83,89.17,86.79
85.78,87,83.67,91.25,86.17,86.72,87.5,81.17,85.5,84.67,88.5,85.5,87,86.83,86.23
83.22,88.5,86.67,91.5,84.5,85.11,89,89.33,89.67,85.5,86.67,85,92.67,87.33,87.48
85.22,88,86.5,85.75,90.5,84.78,83.83,86.67,80.17,88.67,87.83,84.17,87.83,88.17,86.29
82.83,88,88.67,88.5,88.67,92.06,91,90.67,89.67,89,87.83,84.17,85,87,88.08
89.06,85.83,86.33,86.25,88.83,84.56,85.17,89.83,90.5,87.5,84.33,88.83,87.33,86.5,87.2
83.11,84.5,88,94,83.83,87.28,84.67,92.5,85.5,91.67,83.33,87,92.67,88.67,87.62
90.39,91.83,87.33,81.5,88.33,86.61,81.67,84.67,89.5,87.17,90,84,85.67,84.83,86.68
85.28,87.17,89.67,82.25,89,83.83,86.67,86.67,88,85.33,86,85.33,89.33,89.5,86.72
92.5,87,89.33,87.5,88.83,88.56,89,85.67,89.5,88.83,85.17,84.17,87.83,84.83,87.77
84.39,84.83,84.67,83,82.33,89.22,88.67,85.83,86.5,87.67,83.17,88.33,90.5,86,86.08
89.28,90.33,90.33,82.25,82.83,88.11,85.17,88.33,84.67,83.17,87.33,89.17,85.67,85.5,86.58
87.17,86.17,86.5,86,84.33,86.61,84.5,83.17,86.5,85.67,84.33,86.33,86.83,89.5,85.97
85.5,88.67,85.5,83.75,85.5,88.28,90,87.83,81.67,91.33,88.83,84.5,87.83,90.17,87.1
84,85.33,90,86.25,89.17,87.22,84.67,86.17,84.33,93.17,90.67,80,85,85.33,86.52
83.89,84.5,87.17,90.5,92.33,86.78,83.83,86,93,90.33,86.83,89,87,81.67,87.35
82.67,88.33,81.83,79.25,87.17,82.89,85.5,84.33,83.67,82.17,93,87.5,89.17,85.83,85.24
