CSR10000,CEM10000,ORH10000,CRM10000,ITM10000,CIM10000,CPM10000,QSL10000,BIM10000,BPR10000,BIH10000,BEV10000,CHG10000,CBC10000,RTN10000,CII10000,CCM10000,CSP10000,CFS10000,CUST_001
63,65.93,61,62.47,62.42,63.89,65.32,64.16,46.47,60.47,64.53,64.42,57.74,56.05,56.26,47.11,71.95,54.47,60.63,60.44
67.2,56.64,58.93,60.79,60.21,59.68,66.21,65.32,61.84,63.26,62.05,54.53,52.74,63.79,59.47,60.47,64.37,58.42,61.68,60.93
57.93,62.93,61.73,57.47,69.95,43.68,53.53,65.32,60.37,62.63,48.74,62.42,55.32,66.84,47.58,55.95,57.63,59.63,63.11,58.57
63.4,59.71,64.4,53.32,57.63,57.89,64.58,61.89,63.47,66.68,60.16,60.37,66.42,54.74,57.05,65.16,63.89,58.16,50.26,60.48
52.47,51.36,73.27,59.37,57.26,68.42,73.53,54.21,57.05,51.21,58.58,61.42,63.47,54.11,59.37,64.42,66.11,72,63,61.09
65.8,54.29,50.47,57.47,55.47,55.05,62.26,61.32,58.58,60.79,56.32,66.84,58.11,51.58,58.84,52.89,55.21,62.74,61.32,58.18
64.33,66.79,64.93,58.21,57.37,61.74,73,50.11,53.37,67.05,62,56.84,65.32,61.05,51.84,64.63,62.79,52,57.26,60.56
57.93,63.79,56.6,52.63,69.42,56.63,58.95,62.21,58.53,61.58,54.32,51.47,58.63,51.26,56.79,66.58,74.89,67.95,57.11,59.86
53,64.21,58.93,52.58,75.84,72.63,52.63,61.89,58.26,51.47,62.47,66,54.16,56.37,65.79,55.16,61.21,53,61.68,59.86
58.4,69.93,64.13,62,59.26,52.32,69.21,61.58,62.37,53.21,65.16,56.95,67.84,63.68,68.05,61.68,72.63,57.89,64,62.65
59.07,52.36,56.47,63.63,64.32,48.21,53.11,62.89,58.16,65.74,69.63,64.05,65.47,53.89,65.95,57.63,64.47,67.89,59.32,60.65
54.07,63.21,51.13,63.26,57.53,65.89,48.47,65.68,62.68,61.21,60.63,60.89,56.37,52.63,56.16,63.26,62.16,71.32,57.42,59.68
67.6,59.29,57.67,60.53,68.89,57.42,59.74,58.37,62.26,63.89,59.68,71.32,62.63,60.68,61.84,56.74,50,61.32,54.26,60.74
71,64.64,55.27,54.37,56.11,60.58,63.63,52.26,67.58,50.95,63.53,56.95,54,59,59,54.84,54.42,54.79,51.26,58.11
61.4,58.07,60.6,61.26,57.58,59.63,65.63,55.79,54.42,56.63,64.58,68.11,75.11,63.95,53.89,61.32,58.37,56.32,62.53,60.8
59.8,59.64,57.8,65.42,53.53,52.89,61.32,54.11,65.58,58.05,58,63.21,56.37,59.21,58.42,55,54.79,60.37,64.58,58.85
49.13,57.5,62.53,61.11,62.16,56,56.58,70.47,63.21,58.11,61.74,59.95,58.63,66.53,62.95,54.89,51.26,61.53,53.63,59.36
51.8,59.79,68.67,51.84,63.16,54.47,61.47,56.63,59.53,52.47,61.16,60.37,58.26,60.53,57.47,56.32,66,61.47,60.79,59.06
53.67,56.93,50.87,66.79,64.74,59.68,57.21,69.16,48.89,67.79,54.95,59.42,60.42,58.79,62.16,61,59,63.53,55.63,59.51
64.8,67.43,51.8,57.79,47.74,55.16,59.58,59.58,59.26,64.16,48.37,56.26,63.47,62,56.95,67.37,61.84,62.26,55.05,58.99
59.53,66.29,59.07,59.37,49.84,56.63,62.58,49.16,54.53,61.42,67,51.42,53.89,59.89,56.84,51.53,66.74,53.58,59.74,57.84
54.47,65.14,60.8,65.16,54.53,68.68,61.63,60.11,56.58,58.16,52.89,56.32,70.47,63.79,65.16,57.53,64.16,58.26,63.37,60.91
54.93,69.79,59.2,57.68,41.16,62,62.47,60.95,58.89,61.37,66.21,65.47,54,64,53.21,65,57.11,54.42,56.63,59.18
57.73,62.43,61,62.26,62.79,63.11,60.68,55.05,60.53,58.53,68.68,62.53,58.53,54.95,59.05,57.74,62.68,64.84,59.47,60.66
73.93,73.07,57.4,56,59.89,67.68,63.37,58.79,62.11,65.63,56.11,63,62.58,64,51,67.68,61.11,67.58,56.16,62.48
69.87,59.5,61.27,70,55.74,54.37,62.63,53.79,58.05,72.84,58.05,55.63,59.11,57.95,54.74,62.79,62.53,59.16,60.68,60.46
75.07,54.86,58.13,63.32,60.26,57.95,69.32,64.16,73,48.95,59.21,58.95,57.95,60.84,54.26,61.26,60.74,63.95,65.53,61.46
59.13,57.14,68.07,64,62.84,61,52.11,63.79,66.58,56.05,60.63,58.37,60.42,52.11,56.53,57.53,70.05,67.42,62.21,60.84
55.47,65.07,69.87,62.05,64.89,53.21,53.11,62.84,60.21,58.32,58.21,51,67.47,66.42,46.79,59.68,57.84,54.58,64.89,59.58
51.2,50.43,64.93,70.32,57.68,47.16,58.21,63.89,53.42,59,57.63,66.89,53.63,54.32,51.74,70.32,61.47,56.84,60,58.37
71.4,64.29,59.53,56,57.84,54.84,59.58,60,59,54.05,65.42,66.47,60.21,56.26,58.79,58.05,57.68,51.84,50.89,59.06
70.87,53.36,61.27,62.05,66.05,63.79,57,57,59.11,53.32,52.74,60.11,53.68,59.32,52.89,62.26,60.26,63.16,63.89,59.59
55.2,56.5,63.6,62.05,65.74,57.95,68.32,65.89,63.89,60.58,56.68,54.79,62.53,50.21,65.37,50.68,62.74,59.11,58.42,60.01
74.6,61,55.2,67.58,67.63,53.95,65.63,52.58,55.42,55.42,64.47,63.53,61.53,61.74,53.32,58.16,55.84,51.63,54.42,59.67
56.93,63.93,62.13,65.42,52.37,58.47,59.53,62.68,65.84,59.53,65.89,59.32,65.37,58.53,61.05,66.58,60.21,68.89,53.95,61.4
62.2,66.07,60.07,59.74,62.89,59.89,45.63,67.84,54.79,60.05,56.68,58,65.68,54.58,55.63,55.11,58.05,49.21,60.53,58.56
62.67,69.79,63.67,63.58,55.16,57.89,49.47,56.37,53.79,66.32,67.16,57.68,64.53,64.05,61.37,62.53,53.74,65.37,52.11,60.38
63.87,56.36,60.93,55.79,56.89,61.89,51.79,49.89,45.05,53.05,61,58.84,63.95,61.53,52.68,59.84,55.05,62,57.26,57.25
64.4,67.07,63.27,51.47,56.68,65.47,60.32,59.21,59.16,55.95,58.42,62.68,63.58,60.84,46.37,53.32,61.11,54.42,55.37,58.9
53.47,64.36,53,59,60.42,57,64,59.53,61.21,72.21,65.37,70.84,56.21,53.47,65.05,52.95,59.05,63.05,54.37,60.24
58.47,58.43,55.6,58.47,62.11,60,61.89,66.21,60.21,57.68,59.74,59.84,72.11,58.63,57.74,60.74,53.26,60.47,61.05,60.14
54.73,61.07,59.67,70.11,54.05,65.63,61.47,59.05,55.89,54.47,51.79,62.21,67.37,60.84,62.68,63.26,63,62.32,66.58,60.85
63.93,59.14,56.53,60.47,53.74,62.47,51.68,65.79,53.21,60.32,48.47,57.11,59.32,66.58,61.63,57.47,63.26,62.21,57.37,58.98
60.07,69.5,52.87,60.05,59.42,77.11,68.05,53.11,67.68,66.05,50.63,63.37,56.21,54.89,58.95,61.63,61.21,60.37,58.79,61.05
41.87,71.43,64.6,52.16,58.42,59.11,58.11,58.26,55.53,50.84,47.74,64.26,74.95,45.63,58.74,55,53.63,60.95,55.26,57.18
64.73,64.14,68.07,61.05,59.63,58.63,63.11,52.05,72.47,65.58,58.42,68.11,54.68,46.95,68.84,64.53,72.47,48.32,64.68,61.92
70.93,59.93,61.07,57.95,46.63,61.21,47.26,62,57.79,53.47,61.58,53.74,56.16,67.16,60.63,66.47,51.74,67.11,68.79,59.56
48.07,68.14,57.33,64.63,56.53,61.16,49.05,57.53,52.37,61,59.95,67.37,58.63,60.63,59.26,55.05,56.21,58.89,50.89,58.04
55.4,56.79,67.4,53.47,56.05,59.68,56.11,59.37,56.95,61.37,59.16,50.79,53.74,55.84,60.21,56.68,57.11,59.74,59.11,57.63
54.27,52.64,69.07,51,66,72.42,63.26,65.95,48.68,66.37,47.11,61.74,56.47,67.68,54,58.37,63.26,66.32,56.47,60.06
52.2,61.36,64.4,49.79,54.63,61.68,60.89,58.37,62.84,63.84,69.84,58.32,52.26,60.47,54.05,53.63,56.68,59.53,58.42,58.59
66.8,58.57,69.07,63.79,62.21,54.05,56.68,60.74,64.21,54.05,63.05,50,54,61.79,56.84,55.05,62.58,57.37,68.21,59.95
58.4,52.79,57.07,63.68,57.21,55.58,72.95,58.68,58.58,59.53,58.42,68.32,63.11,57.89,57.63,56,59,51.74,67.37,59.68
48.13,69.14,63,53,55.47,61.21,55.84,52.11,61.89,68.21,58.16,55.53,68.05,67.89,53.74,61.95,71.89,56.79,61.42,60.18
67.8,57.36,56.67,66.74,52.26,61.63,54.32,68.32,63.16,52.21,49.68,65.11,55.11,64,57.79,64.32,56.63,52.42,59.84,59.23
54,56,59.6,60.63,61.47,60.26,62.95,53.32,56.79,60.21,58.58,55.58,53.68,58.26,51.79,62,63.68,63.68,57.37,58.41
66.2,58.57,43.13,50.63,66.47,54.89,65.42,53,70.21,58.47,62.89,53.11,61.47,54.74,59.37,53.68,63.42,58.53,55.16,58.39
63.93,66.21,54.67,65.79,70.32,61.74,64.37,62.47,48.05,67.42,59.79,54.37,64.47,63.16,54.63,57.74,67.79,64.84,58.47,61.59
63.33,49,55.2,51.53,58.68,58.37,67.26,54.16,58.53,64.58,59.16,60.05,63.37,60.68,62.79,67.47,60.53,67.68,66.11,60.45
53.93,60.57,60.6,64.32,60.84,60.11,65.89,66.79,53.79,46.58,55.58,52.21,59.89,59.42,52.74,53.47,70.63,64.05,57.16,58.87
61.13,56.86,62.6,55.84,65.53,54.05,60.32,60.05,74.21,65.11,66.84,46.42,55.26,54.74,60.16,67,53.84,60,60.47,60.02
64.27,55.43,58.2,57.68,54.47,66.58,59.21,64.05,65.26,59.42,65.42,58.58,53.58,65.05,52.63,60.32,60.63,58.16,59.95,59.94
62.2,50.29,63.8,51.32,60.68,58.63,62.84,55.21,59.11,63.74,52.74,59.79,51.84,66.58,57.37,63.47,54.95,53.89,52.26,57.93
67.4,48.21,57.8,74.05,59.53,62.84,64.47,51.68,50.16,64.58,61.84,60.32,64.53,63.63,59.37,53.37,61.63,64.47,54.53,60.23
50.93,63.43,56.13,58.47,61.26,58.47,51.05,54.74,56.95,52.16,66.42,61.84,61.47,60.63,55.47,57.47,63.37,58.37,59.68,58.33
63.8,61.43,55.07,55.05,60.11,56.37,56,65.74,55.95,65.32,65.74,62.16,60.74,54.89,54.58,60.58,55.95,66.32,57.58,59.65
53.67,63.64,52.47,54.79,54.63,61.53,60.53,61.58,54.47,63.53,70.37,68.53,59.47,60.95,56.16,66.79,61.95,60.58,63.05,60.46
52.4,55.86,62,56.74,61.42,58,59.47,58.68,60.21,61.32,62.53,54.05,62.11,56.63,56.84,59.47,49.26,61.89,63.79,58.56
56.8,58.43,58.27,50.68,56.42,52.68,58.63,61.37,57.21,63.32,64.63,53.89,56.11,60.37,61.84,62.47,59.32,67.16,53.63,58.59
65,46.93,58.33,59.79,59.26,73.53,54.84,62.79,66,58.47,53.21,54.63,54.63,57.95,57.21,60.68,62.58,55.11,55.89,58.78
55.93,59.93,58.33,59.95,55.47,56.63,54,63.26,59.37,65.63,57.95,55.89,56.47,70.37,56.21,61.11,66.11,60.11,49.11,59.04
47.73,64.21,52,54.21,60.21,63.68,52.11,56.95,58.89,66.79,57.63,49.79,60.26,58.89,63.58,61.11,64.95,52.89,60.37,58.22
55.8,54.07,51.27,68.68,59.11,55.79,63.84,58.95,54.11,61.53,63,57.47,52.63,51.84,62.11,56.74,58.37,52.05,63.63,57.95
49.13,68.21,69.07,63.42,60.63,66.05,57.05,47.32,48.05,56.95,50.26,60.79,45.63,58.16,63.26,66.32,57.84,61.53,63.79,58.6
61.2,55.43,55.2,56.05,64.53,55.42,61.47,62.21,71.47,64.84,58.68,62.42,64.53,54.42,59.26,60.84,54.42,51.95,60.53,59.73
64.4,56.5,52.67,73.84,60.84,68.16,57.37,66.32,59.74,66.32,62.58,55.47,62.21,61.68,52.58,66.26,60.42,56.26,67.05,61.61
54.4,57.43,69.47,60.63,67.79,54.05,56.63,56,51.53,54.26,68.95,58.63,64.37,59.68,59.95,54.42,56.21,49.32,55.11,58.36
64.87,61.57,63.13,71.32,56.79,57.16,57,52.05,60.95,62.84,63,48,62.89,63.32,55.74,56.53,58.84,57.68,63.21,59.84
72.6,69.57,60.67,59.37,48.84,59.74,52.89,56.53,56.89,54.63,48.21,62.84,60.89,60.84,55.37,54.53,57.58,50.05,48.68,57.41
49.6,60.86,55.13,55,65.95,65.79,59.16,59.63,55.68,59.79,68.11,59.95,58.58,59.53,65.37,56.11,58.47,66.68,62.32,60.09
52.07,56,53.93,47.16,59.37,54.89,63.89,54.26,59.42,57.74,47.26,71.16,48.37,66.74,60.21,61.58,57.89,57.32,71.47,57.93
56.2,69.43,55.27,54.26,57.89,63.21,70,59.32,58.68,51.32,50.05,57.37,47.16,62.05,62.21,63,58.37,55.32,59.16,58.43
51.27,70.79,61.87,55.95,58.32,66.37,59.05,64.05,60.68,50.79,67.21,58.11,57.74,62.32,50.26,51.37,53.47,60.16,63.58,59.12
53.67,61.29,60.47,55.89,64.26,52.42,58.63,54.05,57.11,57.16,52.58,60.68,58.53,67.37,59.74,56.26,63.95,47.63,63.89,58.19
70.33,59.5,62.33,53.26,62.74,52.74,61.58,57.26,60.16,63.95,61.58,69.16,59.89,57.63,51.32,65,62.21,65.37,56.95,60.68
64.33,62.07,55.73,66.42,61.05,63.47,65.68,54.37,62.68,62.58,55.26,62.26,53.32,54.58,59.32,59.95,61.16,64.47,57.05,60.3
58.73,51.5,66.87,61.79,58.84,66.74,53.68,59,51.16,56.21,67.84,68.21,55.63,49.53,63.37,63.37,68.95,60.05,64.74,60.33
65.73,54.57,54.53,61.84,56.79,58.74,63.79,62.05,62.84,57.68,61.05,57.89,64.95,65.21,54.16,59.16,51.79,56.79,62.74,59.6
61.07,60.79,49.93,64,51.68,64.58,54.63,64.68,62.32,66.21,58.26,59.95,58.63,52.63,48.89,60.79,62.63,58.58,59.11,58.91
60.4,61.36,50.2,59.42,63.26,64.26,51.79,64.32,55.11,55.63,65.68,58.95,58.11,58.95,63.47,50,56.05,62,64.84,59.15
67.8,62.14,58.4,57.68,56.79,44.53,62.53,56.74,61.47,64.11,62.11,58.74,58.89,52.05,58.74,62.95,55.79,70.63,65.16,59.85
57.67,56.21,59.6,60.89,56.05,59.58,58.05,62.84,57.11,61.05,59.74,58.16,57.32,69.37,74.16,60.74,65.68,59.21,60.79,60.75
56.53,61.21,72.53,62.26,50.84,52.37,64.42,57.79,64,57.53,58.58,53.74,60.58,59.21,52.68,56.53,56.47,62.16,61.58,59
66.8,70.64,62.73,66.89,63.21,51.21,63.68,66.26,61.95,64.58,66.58,60.47,52.74,63.53,56.42,57.79,69.63,60.95,52.11,62.01
61.47,55.64,58.73,51.74,59,64.95,61.21,55.32,56.05,63.21,57.53,66.16,60.63,56,52.79,56.63,58.26,60.42,60.89,58.77
60.6,54.14,54.33,53.89,52,61.79,52.16,60.95,55.47,57.53,43.79,66.32,48.63,62.32,56.26,58.89,62.53,55.11,51.84,56.24
61.13,55.57,64.4,62.53,63.21,57.47,49.32,52.58,52.42,57.21,56.37,59.47,55.42,63.79,55.37,66.74,69.84,54.42,57.89,58.69
72.73,56.21,52,64.74,67.95,56.74,57.53,57.47,64.21,61.32,64.21,53.63,68.32,61.53,65.26,62.74,58.74,61.89,49.05,60.86
59.73,68.93,60,68.53,60.16,62.79,67.74,70.89,62.84,58.68,49.21,59.89,60.37,63.21,57.63,67.68,63.16,57.47,57.16,61.9
62.73,60.86,56.53,64.58,60.16,56.79,67.26,58.47,56.68,62.16,63.47,66.63,66.53,60.47,72.26,50.95,54.68,62,60.53,61.25
52.8,55.07,59.13,64,54.47,62.26,62.89,53.58,62.47,62.84,54.26,51.68,59.53,62.74,53.79,60.79,54.68,59.95,54.63,57.98
59.33,56.21,65.33,52.26,68,61.11,61.74,57.53,52.16,61.95,59.84,59.89,65.05,55.63,58.89,67.79,60.05,77.37,67.53,61.46
44,58.57,62,60.26,55.84,65.84,56,51.58,55.68,61,58.89,58.89,58.74,58.21,62.79,57.11,60.74,64.95,58.58,58.4
66.33,56.64,61.2,57.32,49.89,67.37,56.05,64.53,61.53,56.47,56.42,54.79,61.89,62.68,64.21,64.53,52.63,55.74,59.05,59.44
62.87,60.79,63.8,56.42,70,56.58,56.89,62.68,66.53,57.26,63.11,65.11,67.95,56.42,58.68,62.16,51.47,67.63,60.79,61.43
59.8,65.71,62.47,57,56.26,62.95,53.32,63.68,51.42,54.79,58.74,63.68,70.32,67.37,62.53,68.47,64,68.42,58.53,61.55
64.47,61.5,64.6,67,50.53,52.63,53.42,64.32,62.58,68.37,60.05,63.32,60.26,64.16,53.74,54.21,52.53,54.16,66.89,59.93
52.07,53.5,49.27,71,57.89,53.74,54.58,60.11,63.05,61.68,53.79,46.68,62.53,61.74,65.84,59.68,53.68,62.32,57.37,57.92
57.33,52.93,48.13,63.11,62.05,59.16,60.32,68.58,57.58,62.37,51.68,52.11,62.74,49.05,61.89,58.89,57.32,50.16,64.16,57.87
47.2,57.79,65.2,66.21,59.95,70.32,67.05,55.32,53.47,56.74,60.53,54.42,66.47,56.89,66.95,63.42,66.26,53.63,56.74,60.24
48.33,63.43,54.53,64.26,65.84,55.21,60.37,52.16,56.74,55.53,68.05,64.58,61.74,53.26,59.58,60.37,53.42,54.26,60.32,58.53
60.2,48,57.8,57.21,57.68,63.68,54.37,53.26,61.16,66.05,59.68,60.26,68.42,65.95,62.84,62.58,61.53,59.37,59,59.95
64.47,60.21,63.47,54.95,59.21,66.05,57.63,59.32,57.53,50.74,66.58,57.05,57.53,60.89,58.79,47.79,64,62.53,57.32,59.27
56.93,59.07,59.4,62.42,58.37,55.84,63.32,62.16,49.37,56.47,47.32,60.58,58.11,63.32,57.05,57.63,57.79,62.26,60.79,58.33
56.87,56.71,61.4,55.05,54.74,61.16,68.58,51.32,60.84,71.37,58.58,62.84,66.58,49.21,51.74,59.58,62.47,57.84,60.47,59.33
49.27,66.57,72.07,53.37,63.95,52.42,60.32,55.37,64.42,61.11,53.68,56.05,67.95,58.47,61.53,59.89,59.84,54.05,62.68,59.63
63.6,66.43,64.93,63.95,57.42,63.68,64.53,55.95,65.58,66.16,54.79,59.63,64.53,71.16,64.79,59.11,53.63,60.26,50.47,61.61
62.6,58.93,73.93,64.37,58,57.16,67.32,63.42,55.68,56.84,65,61.74,60.53,74.79,61.42,52,55.11,69.74,49.74,61.49
55.6,64,40.4,56.11,57.32,56.95,56.47,68.37,61.63,52.95,61.26,47.26,56.11,62.84,50.26,47.84,50.84,66.58,68.21,56.89
51.8,52.57,67.27,54.95,63.26,63.68,61.11,54.37,53.74,56.37,61.68,48.95,48.74,59.53,61.21,69.79,59.26,64.26,66.26,58.88
66.07,64.5,65.13,64.47,51.63,57.79,61.37,59.89,60.95,52.05,57.79,62.32,55.16,51.84,57,65.89,60.84,63.37,54.16,59.59
52.2,63.79,54.47,55.79,64.26,58.53,51.05,59.32,59,49.26,62.11,65.47,58.58,66.95,69.89,54.84,56.79,60.89,49.37,58.56
51.33,57.71,56.53,60.47,57,60.79,54.32,50.21,57.84,56,61.95,61.63,58.74,57.95,66.74,60,53.26,60.89,62.16,58.19
61.6,55.57,51.07,62,61.11,69.63,68.05,66.26,68.16,63.79,60.37,58.58,57.53,63.95,59.84,56.42,56.68,54,63.42,60.95
53.53,63.43,53.93,57.05,57.68,59.05,47.84,57.16,55.37,64,67.26,57.05,69.26,62.95,59.21,63.11,61.21,51.05,53.26,58.6
61.13,64.86,53.8,55.68,58.95,61,65.26,62.79,64.63,55.84,56.58,58.74,57.42,71.79,51.26,62.84,63.37,56.37,60.11,60.13
72.4,53.79,62.8,53.16,58.16,55.84,53.68,48.84,58.26,54.58,57.95,58.79,57.68,72,63.21,54.05,62.37,57.11,64.42,58.9
65.53,47.43,72.53,52.95,65.26,58.37,64.21,57.89,62.37,54.26,62.32,54.21,62.05,54.05,57.05,64.37,56.26,63.95,56,59.53
56.2,49.93,54,61.95,66.95,53.42,56.53,57.84,56.47,63.37,53.63,53.74,66.05,51.47,52.21,64.42,50.58,59.21,62.21,57.38
58.33,69.79,54.13,58.68,51.16,44.68,59.47,67.95,61.95,52,58.95,55.26,61.47,62.37,62.95,65.21,54.42,54,55.79,58.35
63,64.57,67.07,56.74,58.53,58.16,64.84,56.74,64.58,59.05,61.11,57.89,57.95,70.84,61.63,68,67,59.63,54.16,61.66
63.73,61.86,76.87,63.05,64,62.05,60.37,66.37,64.58,71.79,52.84,62.16,57.95,68.26,51.26,60.21,63.84,56.74,58,62.42
51.47,50.71,50.13,56.95,64.74,58.84,55.74,66.05,49.42,53.79,62.05,51.84,65.05,52,53.05,52.89,66.37,60.79,59.95,56.94
63.67,57.64,61.13,59.74,59.05,58.16,63.95,49.84,54.95,64.68,57.21,62.05,54.68,61.21,62.26,67.58,61.37,59.32,52.32,59.52
69.4,68.86,55.6,54.74,63.32,53.32,53.63,53.16,59.37,58.47,58.79,57.84,57.21,63.79,59.95,56.05,54.05,51.79,57.05,58.23
61.47,59,69.73,57.58,57.11,57.58,57.58,58.84,54.42,62.84,57.05,59.68,61.79,56.37,65.32,64.79,46.74,55.42,61.53,59.2
54.2,56.71,55,65.47,62.47,57.84,63.74,51.68,53,59.53,55.84,69.58,62.37,61.11,68.16,63.42,58.53,59.32,56.58,59.71
64.53,57.86,65.13,57.63,52.63,58.05,63.74,54.47,55.05,62.95,56.47,49.11,53.89,63.58,53.95,62.47,59.37,61.84,60.84,58.61
51.07,61.21,59.93,61.63,60.37,57.26,69.37,62.84,60.32,54.89,65.68,66.47,65.11,61.53,55.37,57.11,50.74,62.79,58.11,60.09
62.67,52.5,57.67,61.47,61.05,49.47,54.05,53.84,67.68,54.68,61.84,58.84,58.26,66.37,53.79,49.89,50.26,52.05,57.84,57.07
58.4,62.14,66.6,63.32,65.16,61.63,65.74,65.21,66.74,64.21,61.32,60.32,62.89,61.37,59.11,55.26,59.37,56.21,62.42,61.97
60,58.29,64.53,53,60.05,53.89,55.79,66.89,58.68,50.16,62.05,58.79,57.26,63.68,60.32,56.32,54.05,51.63,70.84,58.75
65.6,49.93,65.87,52.16,55,58.16,67.79,62.05,53.32,56.68,57.47,67.37,59.05,58.79,49.53,66.84,57.11,57.11,63.11,59.1
57.27,54.29,53,65.37,66.05,73.26,62.26,59.47,53.63,61.11,57.89,70.21,56.32,63.47,56.05,56.53,53.11,56.74,61.95,59.89
63.8,65.71,55.2,60.37,48.47,61.11,60.11,62.63,60.53,63.95,66.37,59.95,58.26,60.26,52.21,51.11,58.37,59.95,60.74,59.43
68.13,74.79,58.8,53.95,61.37,65.05,53.63,51.89,56.11,66.79,59.68,55.63,64.95,54.21,58.95,58.16,57.58,60.79,62.26,60.14
63,57.57,67.27,59.68,63.21,53.74,58.16,67.74,60.95,54.32,59.47,59.21,51.47,67.79,69.11,58.16,65.47,55.58,70.84,61.2
64.93,66.43,65.2,54.89,61.79,65.05,57.84,55.63,60.74,53.47,56.68,58.21,54.21,52.58,62.32,62.63,64.11,64.37,64.84,60.31
68.6,57.64,53.53,71.16,60.37,70.58,64.95,59.37,59.37,65.11,57.53,66.84,65.16,60.05,58.42,60.32,62.16,54.89,55.79,61.68
59.67,70.5,59.67,64.68,59.58,54.74,58.47,57.11,61.95,55.68,57.37,58.58,60.79,53,53.11,48.95,61.26,68.26,64.11,59.34
53.47,65,60,60.53,57.32,70.68,63.47,62.16,56.16,47.84,62.89,65.89,52.53,66.26,58.84,53.84,58.63,56.84,62.37,59.72
50.67,53.07,66.87,55.95,48.84,48.53,62.63,63.84,54.26,63.79,63.89,60.63,60.21,58.26,61.42,58.16,54.16,60.74,61.74,58.3
56.33,48.14,51.47,53.32,59.74,60.58,59.42,63.05,63.32,57.95,54.32,55.63,68.16,47.95,58.63,60.21,54.84,62.26,59.79,57.64
54.93,53.57,56.73,66.79,64.63,64.32,52.21,50.74,53.21,48.11,57.68,66.42,55.84,61.68,65.42,61.84,57.05,58.79,60.63,58.45
50.93,57.07,55.8,55.84,66.74,60.89,65.37,61.11,54.11,55.37,52.95,54.89,66.53,57.89,62.68,54.42,63.26,55.37,55.53,58.25
63.93,70.29,70.13,52.37,61.42,65.26,61.16,61.26,69.26,58.37,59.84,58.53,59.47,50.21,57.79,56.26,65.32,60.58,59.16,61.09
65.8,68.5,65.13,58.89,50.11,58.26,50.37,61.37,63.63,56.16,62.42,61.47,49.37,55.21,63.84,55.05,66.68,61.84,56.89,59.53
58.13,50.79,63.2,50.05,67.84,62.16,59.84,62.42,62.11,59.95,70.53,63.95,53.58,58.42,60.16,53.16,62.16,58.79,60.32,59.87
60.13,42.57,56,57.37,50.32,62.16,52.68,65.26,56.53,62.32,55.37,51.05,58.26,64.32,57,57.58,68,65.11,55.16,57.75
58.07,48.43,56,61,58.63,68.84,59,61.05,66.16,55.74,53.53,56,69.05,67.63,61.95,58.11,55.26,60.95,57.16,59.61
65.07,68.21,64.8,54.63,59.11,58.89,47.37,61.79,67.05,64.11,58.84,49.89,64.47,59.63,59.89,57.21,60.21,71.53,59.05,60.62
58.33,60,52.6,67.74,61.95,61.79,52.89,61.63,59.32,53.68,63.63,64,61.84,67.21,63.05,56.58,57.79,63.84,61.74,60.51
54.27,66.93,56.53,65.68,61.21,62.68,71.79,65.11,47.68,57.05,72.37,62.95,58.37,74.74,71.21,60.42,61.42,66.95,65.32,63.3
56.93,51.93,55.93,66.05,57.47,54.53,66.21,63.63,59.89,62.63,60.42,62.47,61.32,58.05,58.05,58.53,49.74,57.11,57.63,58.87
61.67,62.43,53.27,57.42,59.68,57.42,59.58,52,70.68,64.89,59.74,62.63,58.21,57.11,52.21,56.26,63.68,57.21,52.47,58.87
51.4,61.57,57.8,50,50.47,56.16,60.89,62.37,57.79,61.95,57.47,56.89,62.63,62.42,67.47,60.32,62.84,61.37,51.32,58.59
59.6,55.43,49.47,54.37,57.42,69.58,59.16,60.79,62.42,70.26,63,56,67.16,59.21,67.11,50.05,66.11,54.95,55.37,59.87
58.47,40.79,52.47,52.32,53.16,67.63,48.63,50.79,64.95,59.68,67.11,59.42,56.53,64.84,63.95,58.84,54.26,48.84,62.84,57.13
64.53,56.14,68.13,56.63,61.58,66.47,59.63,56.42,58.58,56.11,55.11,62.89,60.26,53.89,53.89,62.47,54.47,50.47,50.63,58.33
63.53,51.57,55.07,48.84,56.58,56.11,60.26,60.32,57,63.63,56.05,57.05,51.79,57.79,59.37,58.95,56.95,59.21,57.95,57.26
68.33,53.43,58.4,50.37,56.84,52.47,54.89,64.21,60.63,56.89,57,63.79,58.53,53.74,63.58,63.05,60.16,63.32,52.53,58.53
60.53,52.29,56.33,62.11,57.16,59,61.84,68.63,54.11,67.05,49.42,62.79,62.74,63.68,60.21,56.58,59.21,54.21,48.42,58.75
63.73,59.14,58.27,59.11,56,59,71.26,58.05,50.58,56.05,53.37,57.95,50.05,63.47,58.68,68,53.32,58.47,63.84,58.86
59.33,51.57,63.87,66.05,49.21,54.11,62.11,60.37,63.89,69.37,56,65.84,52,60.21,62.26,52.89,57.58,64.47,49.58,58.99
46.8,53.57,51.93,60.26,54.11,61.84,55.11,62.05,57.84,57.05,68.68,64.79,44.68,62.84,57.89,59.11,56.21,55.74,61.95,57.5
49,58.64,76,53.42,61.47,69.37,77.42,61.21,67.16,57.21,60.32,64.11,58.16,53.16,62.84,57.47,56.79,57.32,57.74,60.99
55.4,49.21,65.4,57.11,56.89,72.95,50.42,63.42,57.16,66.84,56.42,61.84,53.05,60.89,52.11,63.89,67.84,59.11,55.16,59.22
