BGL10102,BGL10103,BGL10105,DAM10102,DAM10103,DAM10105,BTP10102,BTP10103,BAL10102,BAL10103,BAL10104,BCB10102,BCB10103,BLC10102,BLC10103
90,74,80,71,68,65,82,78,65,76,94,85,86,88,82
86,74,84,66,84,68,66,70,74,82,76,98,92,92,79
90,85,83,76,77,83,91,83,82,66,86,69,81,80,77
69,92,94,77,77,94,91,67,79,78,79,85,85,74,75
65,73,91,69,96,74,67,84,71,68,78,68,73,81,77
90,69,98,68,94,97,77,95,97,68,72,96,85,74,94
97,84,66,86,78,77,67,95,80,87,69,66,84,94,79
76,67,81,84,71,83,91,94,75,65,85,76,97,91,89
83,85,92,83,96,80,70,72,87,84,87,66,82,80,88
81,72,86,82,83,91,95,78,70,85,95,73,82,67,75
90,75,66,97,79,82,67,85,93,87,88,98,72,84,85
78,65,88,79,97,89,96,73,68,85,76,90,96,94,75
89,78,94,90,67,97,77,85,87,89,72,71,81,93,75
95,87,66,65,89,72,94,68,71,74,69,71,68,69,93
95,85,96,65,67,87,67,69,92,69,75,90,89,91,69
97,70,68,67,79,84,75,81,90,78,77,78,93,88,96
94,80,66,91,74,77,73,82,79,75,70,91,92,68,78
77,81,82,95,96,73,80,71,65,79,77,81,79,78,90
81,80,78,87,97,78,88,74,67,81,74,90,85,93,92
78,65,69,68,96,90,69,71,77,83,95,74,96,90,78
82,98,97,67,71,97,92,80,77,90,93,67,84,79,92
80,69,78,85,71,67,76,77,77,72,86,79,80,77,77
81,70,79,97,88,80,85,67,74,86,92,84,89,78,68
82,82,75,65,95,94,67,90,79,67,91,84,89,80,81
72,71,94,88,84,66,77,94,78,82,87,95,91,78,89
75,82,89,94,73,93,69,67,69,78,85,80,74,78,80
94,94,97,86,73,75,87,67,92,84,94,73,96,69,77
74,66,83,98,69,87,80,92,83,74,84,72,80,96,87
92,76,69,97,98,89,88,67,68,79,93,81,90,83,75
82,77,76,76,89,67,67,84,68,79,79,68,65,88,77
75,65,75,72,79,71,81,89,65,72,66,70,66,98,74
70,69,77,73,78,89,69,79,76,80,73,70,74,89,78
86,65,69,91,87,69,97,70,65,93,98,92,82,89,86
74,85,85,67,92,71,98,85,70,66,74,75,70,72,96
68,96,72,97,91,77,70,80,66,75,85,77,97,93,90
88,82,66,79,87,98,89,77,88,85,89,76,88,68,73
77,73,96,90,98,97,75,69,93,68,91,65,98,94,85
72,96,72,90,78,82,83,98,96,70,94,98,98,81,77
68,84,95,70,69,85,83,71,76,84,83,97,76,66,73
74,82,80,79,82,98,70,94,75,66,72,70,85,76,68
70,81,92,66,73,79,70,83,75,70,94,65,68,69,76
96,82,69,67,97,94,93,75,72,93,88,82,94,79,76
65,79,88,87,69,67,68,93,87,96,91,74,69,68,73
95,75,90,94,84,74,73,98,78,88,68,91,69,71,72
74,87,76,65,88,73,90,92,86,87,66,71,98,90,76
83,71,77,66,88,90,89,77,74,94,74,88,90,94,72
98,76,78,85,66,66,84,74,76,91,81,87,93,75,86
68,74,75,76,97,66,74,98,72,72,82,85,74,86,72
82,65,71,67,95,75,82,73,68,93,69,68,69,89,77
91,87,80,69,80,72,79,74,73,85,73,69,91,79,77
94,86,87,77,69,82,97,81,66,81,75,85,71,97,78
67,88,82,89,90,71,88,86,69,92,78,88,98,66,89
92,87,71,74,84,72,67,75,86,72,77,93,67,77,68
75,92,72,90,94,85,73,92,69,70,82,74,78,94,68
76,73,75,97,84,83,94,68,93,92,82,86,93,85,92
85,81,69,78,87,67,86,80,93,74,89,70,89,98,66
95,92,97,85,73,83,78,98,79,82,69,70,70,81,95
81,68,83,66,77,91,70,65,80,76,95,91,82,97,68
75,87,95,71,80,78,67,90,81,68,82,78,74,80,87
95,92,91,95,71,85,75,85,81,91,81,72,89,65,82
93,80,68,78,81,70,68,91,71,90,65,77,81,92,92
97,75,75,73,88,86,97,85,89,73,78,77,68,73,98
95,66,66,75,75,73,71,77,78,88,75,72,74,71,84
90,78,66,91,84,83,68,88,79,79,84,87,95,77,89
74,89,69,88,65,69,95,90,78,80,83,98,69,79,67
79,95,72,80,65,69,93,93,68,80,87,97,84,85,77
82,73,72,66,98,84,73,95,94,89,97,80,65,89,79
86,71,93,91,68,76,94,80,84,90,70,92,98,95,66
86,92,90,79,70,67,68,69,96,95,70,91,80,69,75
89,67,72,79,95,85,98,81,66,89,82,98,89,83,92
81,92,74,68,73,82,83,70,78,66,96,74,74,83,78
70,86,72,69,68,80,97,69,74,95,86,68,71,81,85
82,94,80,74,70,71,95,83,85,70,84,87,89,71,97
80,96,86,95,86,80,70,92,83,80,65,91,86,92,88
73,70,90,79,86,93,95,80,77,71,88,76,65,83,97
95,88,91,86,73,76,79,79,91,75,92,95,85,79,68
76,72,93,82,88,83,90,66,87,90,98,81,72,82,79
93,70,91,96,88,97,85,90,89,81,75,80,87,88,78
86,83,92,85,71,82,81,78,85,98,77,79,67,65,74
89,65,89,73,67,85,92,68,66,83,76,67,88,91,70
78,91,78,81,69,92,65,96,98,82,73,66,91,69,65
71,72,69,97,82,85,71,71,67,81,94,86,82,86,98
91,69,79,86,90,68,92,80,80,82,90,69,66,74,76
96,98,67,95,72,84,77,95,80,65,92,89,82,98,65
97,66,85,92,67,73,80,67,66,94,94,91,93,81,81
80,71,68,72,89,98,94,75,67,78,89,70,78,87,91
85,68,82,80,71,75,73,84,89,85,76,66,65,95,88
75,70,78,66,68,94,80,95,78,87,84,82,65,65,87
91,92,69,81,96,94,91,81,91,73,84,96,89,90,91
74,70,70,93,98,94,77,66,96,67,71,93,72,96,91
90,71,86,84,94,93,70,67,90,90,82,93,98,74,77
78,81,65,93,72,92,77,94,83,92,76,83,86,90,79
70,76,95,82,74,66,97,72,80,84,90,70,69,88,90
83,98,71,73,86,73,89,81,72,71,94,74,82,97,79
72,89,86,79,75,93,82,73,93,92,75,66,66,84,90
80,97,77,70,75,74,69,70,89,69,70,79,65,93,77
79,81,67,82,76,75,79,72,83,67,97,95,91,65,70
98,78,73,91,80,93,66,66,98,94,96,87,65,73,96
92,80,66,98,73,77,89,88,65,97,90,74,83,87,98
68,92,91,92,94,66,78,91,97,94,82,94,74,86,78
97,88,83,77,87,76,84,81,70,95,95,78,69,82,81
83,93,84,73,74,85,97,80,74,87,98,67,82,86,96
96,69,86,65,84,68,89,74,72,80,92,80,67,65,90
86,67,91,66,81,71,84,74,67,74,80,86,97,90,70
70,69,83,80,90,70,74,73,82,81,76,65,75,80,83
75,65,92,97,95,65,84,65,77,72,70,69,73,84,73
70,94,94,72,85,82,79,71,78,65,94,75,94,85,70
97,66,90,66,83,97,85,73,77,96,68,75,88,68,66
79,65,77,75,90,98,93,70,82,88,84,90,91,73,96
71,75,73,75,89,85,83,86,90,95,87,75,90,95,96
91,88,73,82,86,79,81,82,87,95,75,86,67,85,67
98,89,77,90,65,86,71,76,68,68,77,72,92,84,88
90,71,93,75,92,71,92,86,69,80,81,68,97,69,71
89,71,92,75,79,81,74,84,77,80,65,80,65,84,78
84,77,90,78,93,92,89,78,86,83,89,65,83,76,69
65,95,83,96,86,81,72,83,96,78,84,94,76,71,97
96,91,88,86,70,73,89,88,65,75,94,78,78,98,93
97,91,83,98,68,89,65,78,89,68,87,82,97,68,66
98,95,74,77,79,77,82,84,86,97,73,69,88,65,85
98,80,88,81,83,83,85,89,83,70,92,92,94,97,66
75,80,68,65,86,70,81,76,66,66,84,85,95,74,93
84,85,81,94,69,72,74,76,82,79,95,87,86,65,86
92,70,94,76,70,80,69,85,87,69,65,90,78,73,86
77,89,65,90,74,66,96,97,77,88,93,77,97,65,73
77,89,77,93,81,89,85,88,69,65,65,87,79,85,95
95,83,97,80,73,74,82,85,74,91,79,66,68,88,88
72,79,69,89,65,80,92,84,69,90,88,75,67,68,70
79,82,97,74,89,85,96,88,71,91,88,92,92,83,85
65,69,83,65,97,70,85,79,84,67,92,66,72,71,66
70,98,72,74,93,79,73,95,84,78,98,76,69,79,76
72,98,93,78,77,70,97,65,73,74,90,80,93,67,91
68,76,68,87,71,78,83,95,81,80,91,76,72,69,93
98,65,79,68,77,71,88,73,95,83,85,76,83,90,71
83,97,98,67,94,67,86,92,90,96,78,67,84,72,84
80,84,90,77,92,90,74,97,97,89,85,83,81,85,72
85,88,74,70,73,79,78,95,88,79,68,75,68,86,77
75,76,87,85,72,98,69,89,97,98,82,94,66,90,67
95,75,88,67,86,97,91,77,65,66,74,68,65,96,90
87,95,92,94,79,88,85,93,72,88,71,65,66,75,98
80,74,78,71,80,74,80,66,75,90,92,97,70,85,76
85,66,86,70,95,75,73,68,65,96,95,70,80,83,66
79,74,88,66,74,82,77,68,88,68,92,84,82,68,76
86,76,91,95,87,95,65,87,70,98,75,88,89,74,80
74,94,70,93,66,80,66,98,97,70,82,70,72,93,93
83,73,81,97,73,89,88,76,93,77,97,81,80,73,71
93,96,85,80,74,70,76,88,87,76,82,75,88,93,68
92,69,88,95,79,97,79,94,77,82,88,67,68,78,68
96,98,74,89,96,86,96,81,65,67,76,72,73,74,92
65,96,76,83,73,80,66,98,74,93,76,67,94,89,77
65,79,75,78,96,81,88,79,90,87,96,72,70,75,94
71,74,98,91,68,79,91,89,68,66,90,80,96,83,93
69,91,88,76,88,91,87,80,90,86,97,78,68,69,97
94,75,95,84,92,70,96,78,91,87,77,80,77,72,88
97,70,82,92,79,83,66,75,96,82,67,93,79,72,75
77,86,95,89,68,87,77,79,89,97,96,98,94,68,83
79,68,77,81,86,98,91,80,76,75,78,96,90,72,98
69,77,93,98,75,70,97,83,69,88,66,83,88,97,72
88,76,94,79,84,89,71,90,98,80,88,75,87,79,93
90,68,75,92,65,94,73,74,90,69,72,94,93,97,83
69,97,87,86,73,88,73,86,94,68,95,71,96,85,76
69,77,76,95,73,91,83,83,88,85,65,65,82,72,94
85,93,88,69,85,85,98,84,88,67,84,73,66,80,90
87,81,71,70,65,66,91,68,73,68,70,93,68,92,75
86,71,76,70,67,86,98,88,81,88,74,73,77,84,90
93,78,82,98,81,81,67,97,73,78,86,89,76,74,84
91,72,80,67,68,86,71,85,78,98,90,78,70,80,65
82,95,95,69,96,65,95,85,90,97,89,96,76,88,72
81,67,80,90,91,93,93,81,83,85,96,70,73,77,95
84,93,72,90,81,71,87,68,88,77,81,95,90,90,79
94,77,87,66,66,68,94,88,69,93,75,79,91,73,80
75,87,79,91,65,74,67,71,89,66,79,76,89,67,84
66,97,93,91,86,89,98,91,85,82,89,82,76,68,70
89,91,82,76,72,84,91,65,74,70,94,84,65,80,66
89,70,89,78,98,96,78,91,98,91,79,98,95,69,82
80,96,66,95,97,66,96,78,72,91,87,74,79,88,95
74,91,65,67,78,69,65,88,70,68,65,85,76,73,98
71,87,73,97,88,91,80,78,90,73,68,86,71,92,72
96,90,69,76,94,65,75,81,67,86,69,72,82,82,79
88,69,95,97,95,80,65,66,87,74,79,89,91,82,81
79,69,98,98,97,97,96,81,66,83,85,85,68,98,73
80,89,77,84,93,89,93,80,84,76,90,79,69,86,67
95,91,93,65,87,78,89,74,89,85,89,72,88,80,93
77,65,85,84,98,88,66,72,68,94,70,92,79,91,98
68,70,95,66,79,84,65,69,80,92,89,66,89,98,75
89,82,88,71,79,68,66,86,71,75,77,88,70,98,81
86,96,75,95,70,96,91,95,89,65,95,95,78,92,65
65,92,98,93,77,69,71,72,92,82,67,68,88,75,92
67,88,66,70,82,89,91,75,96,91,90,70,65,73,83
74,91,72,90,84,80,70,92,82,86,74,89,72,98,91
67,84,95,92,75,82,78,95,70,71,69,79,92,75,67
80,69,76,89,94,75,75,94,74,94,78,66,89,77,71
88,94,83,90,96,84,78,77,84,85,73,79,84,77,94
74,81,87,97,94,72,95,75,72,97,82,83,65,80,87
97,65,93,67,97,83,98,79,67,82,94,74,73,65,80
86,85,82,74,73,92,77,72,97,92,93,73,98,77,91
74,94,85,91,88,68,65,92,65,94,79,93,95,92,78
78,94,90,93,89,95,86,87,75,76,94,93,74,69,79
92,92,65,68,81,88,75,82,87,66,92,76,96,72,69
83,95,90,87,76,82,76,82,92,88,65,67,68,90,88
71,91,83,88,66,88,68,88,73,85,72,87,83,98,85
89,91,86,87,91,94,74,91,94,80,80,88,96,90,91
94,79,95,97,89,65,91,66,76,95,88,84,89,86,75
82,93,65,65,77,83,94,66,98,87,80,66,83,98,70
93,85,76,65,90,92,82,94,80,65,76,82,96,98,90
98,66,89,80,79,90,91,66,82,67,95,87,80,85,65
94,89,92,91,71,70,80,68,73,92,78,95,95,73,69
94,85,71,82,93,66,85,73,81,84,90,95,87,94,96
83,81,94,97,89,66,68,84,77,80,72,93,78,91,94
71,76,89,66,92,98,80,71,75,65,81,69,79,83,70
95,79,76,76,81,73,91,70,87,91,75,94,79,78,74
88,89,73,88,89,84,74,97,77,96,80,67,79,76,77
91,96,85,86,73,81,69,85,78,66,98,95,70,92,72
66,88,76,81,86,72,84,65,97,89,97,91,90,80,95
89,79,71,92,73,79,88,90,68,81,77,74,84,84,83
70,80,90,79,85,66,74,66,65,90,68,90,81,81,92
86,93,87,88,69,87,69,69,67,65,83,71,74,88,96
67,69,86,78,75,71,69,96,91,73,81,72,93,85,67
92,91,75,71,91,89,81,93,81,66,85,82,80,78,68
96,68,80,71,81,97,69,82,76,72,77,93,71,71,94
85,74,84,71,98,79,77,86,88,73,89,87,75,80,86
87,79,86,93,83,97,75,70,86,71,80,93,69,71,67
94,85,92,69,75,91,96,66,78,86,68,73,75,66,66
67,81,93,98,78,84,95,71,96,93,83,70,86,84,77
76,82,66,92,67,91,94,75,80,98,91,89,91,72,95
91,73,88,77,74,92,83,81,97,95,84,73,89,80,78
