RST10101,RST10102,RST10103,RST10104,RST10105,RST10106,RST10107,RST10108,RST10109,RST10110,RST10111,RST10112,RST10113,RST10114,RST10115,RST10116,RST10117,RST10118,RST10119,RCD10101,RCD10102,RCD10103,RCD10104,RCD10105,RCD10106,RCD10107,RCD10108,RCD10109,RCD10110,RCD10111,RCD10112,RCD10113,RCD10114,RCD10115,RCD10116,RCD10117,RCD10118,RCD10119,RSL10101,RSL10102,RSL10103,RSL10104,RSL10105,RSL10106,RSL10107,RSL10108,RSL10109,RSL10110,RSL10111,RSL10112,RSL10113,RSL10114,RSL10115,RSL10116,RSL10117,RSL10118,RSL10119,RSU10101,RSU10102,RSU10103,RSU10104,RSU10105,RSU10106,RSU10107,RSU10108,RSU10109,RSU10110,RSU10111,RSU10112,RSU10113,RSU10114,RSU10115,RSU10116,RSU10117,RSU10118,RSU10119,ROR10101,ROR10102,ROR10103,ROR10104,ROR10105,ROR10106,ROR10107,ROR10108,ROR10109,ROR10110,ROR10111,ROR10112,ROR10113,ROR10114,ROR10115,ROR10116,ROR10117,ROR10118,ROR10119,RDA10101,RDA10102,RDA10103,RDA10104,RDA10105,RDA10106,RDA10107,RDA10108,RDA10109,RDA10110,RDA10111,RDA10112,RDA10113,RDA10114,RDA10115,RDA10116,RDA10117,RDA10118,RDA10119,RTR10101,RTR10102,RTR10103,RTR10104,RTR10105,RTR10106,RTR10107,RTR10108,RTR10109,RTR10110,RTR10111,RTR10112,RTR10113,RTR10114,RTR10115,RTR10116,RTR10117,RTR10118,RTR10119,RPR10101,RPR10102,RPR10103,RPR10104,RPR10105,RPR10106,RPR10107,RPR10108,RPR10109,RPR10110,RPR10111,RPR10112,RPR10113,RPR10114,RPR10115,RPR10116,RPR10117,RPR10118,RPR10119,RMR10101,RMR10102,RMR10103,RMR10104,RMR10105,RMR10106,RMR10107,RMR10108,RMR10109,RMR10110,RMR10111,RMR10112,RMR10113,RMR10114,RMR10115,RMR10116,RMR10117,RMR10118,RMR10119,RCM10101,RCM10102,RCM10103,RCM10104,RCM10105,RCM10106,RCM10107,RCM10108,RCM10109,RCM10110,RCM10111,RCM10112,RCM10113,RCM10114,RCM10115,RCM10116,RCM10117,RCM10118,RCM10119
35,44,56,41,80,43,86,33,62,80,73,42,73,44,55,64,71,84,30,85,31,61,76,90,74,31,39,82,65,61,73,30,44,50,32,74,47,37,51,89,66,90,75,33,56,80,59,72,67,69,78,86,67,30,80,48,74,38,75,83,76,50,38,31,37,84,41,36,53,63,87,39,31,54,70,42,43,52,88,38,31,40,85,75,34,42,71,34,88,32,53,71,39,82,44,46,60,67,38,59,30,54,48,67,35,52,83,70,49,38,80,59,50,60,37,37,34,33,75,75,53,82,48,38,72,61,74,64,50,76,34,41,39,87,77,45,60,41,86,54,73,68,80,65,75,44,78,87,32,52,59,55,49,45,82,81,36,33,45,66,64,53,48,79,36,39,72,41,45,82,45,60,59,66,48,61,50,68,85,57,59,34,47,34,72,41,75,70,65,35
78,60,33,36,59,64,63,81,63,70,33,83,81,60,66,69,64,88,56,71,35,47,47,86,30,68,42,79,57,88,44,46,49,72,58,43,86,32,42,35,51,39,36,33,72,51,60,31,61,34,61,50,36,60,72,66,73,49,49,73,52,83,66,85,81,69,73,50,32,89,74,49,54,69,37,35,68,60,58,42,38,44,38,38,47,61,90,44,52,30,77,38,63,65,40,53,40,41,86,61,58,34,69,60,65,54,72,41,81,46,68,37,59,46,80,55,79,48,61,75,54,58,38,70,30,30,60,46,76,82,58,61,35,89,65,44,79,57,82,73,51,57,30,37,84,81,66,90,62,64,75,41,90,55,56,51,58,77,49,73,78,84,70,37,80,43,81,49,40,69,70,57,70,70,36,60,87,48,65,71,83,88,40,55,83,67,76,52,59,70
55,44,47,43,62,87,55,48,49,44,75,43,89,39,82,60,42,71,73,53,86,68,56,67,46,81,57,62,47,82,55,58,51,70,65,45,45,52,40,53,34,44,68,76,90,87,57,57,71,37,80,77,49,75,88,52,44,41,65,57,82,31,77,81,84,65,57,60,57,57,64,33,64,75,86,71,81,31,47,48,86,73,73,83,65,61,31,84,73,61,63,40,49,90,59,85,72,64,58,86,61,39,37,47,42,38,48,46,56,79,51,65,33,68,63,64,31,64,31,40,37,50,90,69,85,77,39,49,42,56,54,85,76,90,74,46,46,83,65,47,35,87,71,36,72,39,87,43,71,85,48,58,41,81,65,80,66,85,85,37,66,77,78,30,79,81,67,42,85,39,59,75,66,72,60,48,67,82,70,56,55,34,51,38,56,30,78,41,35,85
65,89,31,71,36,79,90,86,38,40,74,57,44,70,36,58,82,86,48,62,38,30,49,80,30,68,68,60,69,63,53,79,49,48,68,63,37,64,48,78,75,67,57,45,83,62,85,88,56,41,44,36,36,71,31,45,90,67,77,62,52,85,54,81,69,47,36,43,31,71,36,82,87,65,52,31,76,39,82,58,37,72,53,61,84,69,36,81,48,87,81,50,76,45,69,76,40,75,50,45,74,36,69,35,60,43,73,37,49,49,44,34,50,80,59,68,89,68,78,79,68,85,67,89,36,62,60,64,32,42,38,76,48,60,49,75,83,76,84,68,65,76,82,70,43,40,47,84,85,34,38,58,70,89,69,43,41,78,69,69,38,77,50,57,83,84,57,79,55,53,67,80,55,67,54,52,46,89,71,56,81,69,66,80,31,37,65,51,81,58
36,41,49,58,68,60,53,56,55,42,45,89,58,85,88,68,38,31,57,67,66,84,69,37,34,81,42,86,34,58,46,76,69,30,81,30,40,47,73,71,37,59,43,55,48,34,70,30,50,42,80,77,38,44,37,46,41,52,76,84,34,87,79,31,70,88,34,88,87,35,33,64,73,50,34,32,77,89,32,40,57,33,57,31,50,68,33,87,86,41,37,47,51,56,36,57,44,50,81,55,66,86,49,53,83,71,87,43,45,36,83,69,48,70,70,53,82,45,37,68,30,79,48,43,86,34,56,73,51,37,35,60,47,69,59,56,47,64,44,34,34,80,60,60,35,66,41,62,37,34,75,88,71,30,83,75,31,80,77,65,63,78,53,53,51,81,83,90,70,75,50,62,35,87,76,84,69,49,41,59,55,70,67,55,77,65,41,52,35,68
89,65,44,42,80,56,70,87,50,59,40,51,38,57,59,35,60,40,39,37,40,50,78,78,39,37,87,86,72,89,74,65,55,40,50,56,42,68,55,61,53,48,53,35,47,79,63,75,46,81,54,32,60,34,49,66,89,63,66,52,37,35,60,34,33,88,50,36,54,71,39,40,34,32,88,42,67,87,30,75,72,34,35,43,48,55,54,57,88,88,63,73,49,83,71,73,90,36,60,60,78,56,82,68,69,34,70,47,73,32,72,69,60,65,58,49,69,57,74,61,50,84,30,60,80,56,54,36,80,66,88,37,54,72,54,87,75,84,30,66,33,59,55,33,71,73,41,74,83,79,83,35,86,34,31,50,52,49,86,90,52,56,82,38,42,59,32,64,89,55,62,39,57,68,85,60,31,80,74,63,81,48,37,73,38,85,83,35,66,69
63,64,87,37,42,59,76,43,37,59,45,31,76,82,31,31,43,41,67,66,78,85,67,89,85,60,66,63,60,39,78,87,85,32,54,45,55,63,74,37,66,63,43,89,90,39,90,84,66,75,43,66,47,36,53,74,79,86,38,50,67,49,57,59,52,35,37,38,42,55,59,88,37,43,46,65,34,56,74,87,42,56,53,43,75,45,38,49,36,66,51,60,70,62,60,34,30,69,63,79,63,42,75,47,31,51,71,83,34,73,32,34,70,89,34,77,77,55,72,30,52,71,30,44,62,70,39,48,36,59,35,44,84,80,68,60,52,48,80,64,52,48,46,76,41,39,90,57,73,88,30,32,38,35,45,45,70,38,60,56,77,47,75,78,54,81,55,56,57,86,37,75,60,73,38,64,83,43,35,56,64,65,38,35,58,83,75,40,48,37
40,86,40,65,44,36,52,64,69,62,80,33,38,86,72,90,32,69,62,59,87,52,48,38,59,57,75,77,65,56,44,70,73,49,38,45,42,89,73,81,64,49,62,79,67,76,61,40,89,56,59,38,66,69,33,64,73,77,30,43,82,71,62,46,63,47,68,31,63,51,68,30,66,70,43,57,87,46,72,70,48,48,48,61,77,49,70,83,85,84,37,59,49,72,63,49,77,81,77,86,31,86,76,72,85,86,39,79,51,44,35,57,76,81,86,46,73,32,86,37,40,30,75,66,42,81,57,53,68,79,70,49,52,83,46,72,81,69,88,33,56,50,76,88,42,80,61,78,65,69,40,32,39,86,36,73,30,35,66,36,45,60,59,34,64,75,87,64,55,46,45,50,31,45,50,60,38,51,54,37,31,74,58,64,63,44,82,68,32,54
62,49,67,52,57,47,79,46,41,31,30,73,74,73,51,79,89,56,77,89,73,69,57,53,30,49,89,31,36,86,71,90,41,83,80,43,63,89,45,51,51,37,49,88,51,69,55,43,71,56,32,42,48,68,62,50,69,54,37,85,57,83,67,59,80,84,30,33,90,41,62,38,89,56,65,54,32,77,78,44,41,41,89,45,61,34,62,41,37,79,38,70,81,88,36,87,60,62,83,84,45,38,56,61,74,86,87,79,83,63,30,85,47,85,75,79,34,56,71,86,51,40,46,37,68,80,68,67,56,48,43,81,37,46,40,50,55,67,46,60,39,86,52,69,77,74,63,81,77,34,35,62,53,54,68,38,76,89,54,69,87,38,65,86,85,78,48,90,80,49,80,42,37,36,69,88,54,57,47,90,48,43,31,36,67,44,87,69,50,84
38,51,71,88,85,64,62,80,71,77,74,64,35,76,60,73,63,30,70,69,31,87,62,77,88,75,74,90,53,89,48,42,70,33,71,64,43,89,40,48,64,65,61,73,37,52,77,34,87,34,36,58,76,65,68,64,42,66,35,82,65,73,78,70,79,30,50,76,74,40,62,85,83,78,43,77,89,36,53,77,85,35,57,34,31,33,63,74,76,49,67,41,78,69,87,88,38,89,48,59,84,49,54,62,41,40,86,53,56,41,75,62,46,74,37,88,78,38,71,31,35,68,56,62,86,63,41,56,87,89,64,80,87,31,55,44,80,85,87,35,80,57,77,43,64,30,81,53,48,85,65,84,71,52,66,79,33,30,81,47,43,76,48,47,76,56,52,51,65,90,46,59,63,41,32,44,62,85,51,59,81,33,35,31,90,61,38,35,62,70
39,71,71,52,50,64,43,76,86,40,67,66,37,54,58,34,64,77,54,42,78,78,44,51,48,43,56,78,81,62,61,78,39,35,37,87,61,44,38,52,48,40,57,33,75,86,65,35,30,62,43,70,62,30,35,52,57,57,64,79,66,66,41,45,36,57,58,44,79,37,32,84,78,36,59,37,46,49,47,38,71,53,81,38,70,89,68,73,69,46,58,44,65,85,30,76,72,52,37,81,72,77,35,89,78,31,73,32,34,75,58,41,37,57,81,33,72,79,35,46,71,82,58,80,73,49,49,69,47,56,73,78,33,68,88,51,54,66,76,69,86,64,79,66,82,81,88,44,57,33,64,85,87,31,68,56,45,65,60,57,80,80,50,77,65,30,49,53,34,47,38,63,55,90,80,89,50,78,53,54,68,73,46,40,44,40,51,68,71,82
82,51,69,59,77,32,80,31,40,30,78,41,65,88,78,89,78,34,32,77,50,39,48,56,55,82,78,87,53,67,77,45,47,33,37,66,41,86,82,51,86,45,86,61,43,71,54,33,63,69,30,68,48,77,30,51,58,32,41,39,57,67,69,73,87,86,53,67,81,68,73,78,89,34,49,81,63,78,54,58,36,62,53,75,81,88,30,74,57,68,78,46,73,62,39,37,34,37,73,65,37,74,31,86,40,68,86,35,36,79,65,61,57,53,58,54,37,87,79,46,67,64,75,33,50,60,70,71,46,30,68,63,59,42,51,68,42,49,42,43,60,86,64,36,61,44,66,63,68,39,81,40,58,89,42,87,43,86,60,85,43,62,34,67,40,78,51,64,72,39,65,46,55,69,85,41,79,51,36,45,38,44,35,35,36,85,46,87,30,65
61,79,84,46,38,59,37,32,82,82,35,60,53,59,60,33,40,89,89,45,62,53,48,31,90,37,84,55,81,75,31,39,77,64,49,57,42,42,43,61,81,88,70,67,52,33,52,60,83,47,82,67,90,31,72,70,55,64,87,79,74,69,44,75,78,87,75,57,35,32,46,77,52,40,48,88,33,60,64,58,37,31,67,38,37,39,63,50,73,33,85,50,55,66,74,47,88,66,53,86,50,86,47,88,81,52,42,61,80,34,61,69,48,59,77,33,31,82,63,57,41,36,79,48,78,49,40,42,88,90,55,55,39,34,59,32,34,35,33,47,79,77,62,61,52,42,59,71,35,62,59,37,77,77,46,65,71,60,51,58,65,62,51,85,81,48,70,70,90,65,49,39,49,64,79,51,38,70,44,57,79,84,89,51,79,68,35,51,59,40
88,56,46,45,39,73,47,47,50,53,51,45,83,81,44,89,52,33,66,52,74,76,85,62,73,75,55,78,56,56,69,42,42,31,85,46,85,46,70,50,37,86,40,51,37,76,37,77,53,36,74,30,71,75,75,72,75,82,65,35,59,84,67,88,70,35,64,69,83,39,45,38,32,42,87,34,36,82,70,66,80,39,59,60,61,56,65,80,46,36,89,40,59,41,65,59,78,44,46,35,89,64,52,83,38,38,75,56,68,50,61,55,72,77,46,61,77,39,75,47,72,43,56,73,82,77,69,81,49,89,84,32,56,81,79,50,72,46,57,36,64,51,76,66,61,44,48,78,76,55,75,35,47,40,36,36,66,84,35,62,50,88,49,52,47,86,40,42,69,36,85,60,30,86,42,31,44,82,33,38,34,87,40,76,82,57,54,80,39,32
89,31,43,35,35,35,37,33,76,87,42,42,43,53,42,49,84,79,58,63,71,84,51,45,55,83,80,65,82,78,61,71,53,32,62,71,61,73,33,41,80,67,64,51,31,68,39,38,87,36,64,63,83,63,85,41,63,65,39,66,71,56,58,61,82,49,52,59,32,72,57,40,77,47,30,40,61,69,80,60,64,32,58,53,36,53,77,43,61,68,87,55,60,51,49,54,47,81,87,61,78,35,46,50,80,36,43,45,61,72,87,62,85,90,51,48,88,89,63,69,55,88,36,41,52,66,48,39,81,75,51,82,54,44,34,85,71,56,58,66,51,62,57,31,62,33,67,36,74,34,52,44,59,30,78,54,78,64,86,36,81,30,80,73,44,53,55,37,37,79,40,69,36,78,88,82,58,45,57,30,55,90,54,52,61,79,58,85,33,90
67,71,67,39,79,41,43,62,80,74,74,80,57,47,51,86,83,77,45,62,84,81,54,88,71,67,64,54,44,85,58,51,49,35,62,58,58,63,31,34,44,39,49,61,66,66,79,71,39,77,75,76,32,30,61,46,50,64,71,48,71,36,90,74,83,87,48,85,78,67,62,77,76,69,30,62,81,68,49,34,33,84,32,45,69,63,66,89,82,80,50,38,77,63,85,58,59,38,52,55,38,49,78,53,62,34,56,68,42,61,64,46,68,53,60,51,40,34,66,52,71,74,53,90,35,65,44,69,48,42,61,41,60,67,48,58,79,35,64,80,46,32,36,54,64,61,35,77,77,64,46,72,48,51,62,55,76,54,48,49,77,55,38,46,73,71,30,72,41,50,59,61,66,40,48,51,42,43,76,62,44,36,45,47,73,54,87,65,90,33
31,75,46,68,90,73,55,52,36,59,77,78,37,43,76,77,84,60,73,58,69,52,35,53,35,57,74,87,65,35,80,77,37,65,48,30,61,63,30,63,62,33,33,90,53,38,69,69,67,39,71,75,33,73,55,79,35,40,42,30,49,37,65,51,32,85,67,75,61,51,57,78,72,63,83,76,57,78,41,67,88,85,77,41,82,74,83,75,84,32,34,76,70,38,62,63,33,33,34,66,54,63,55,81,82,56,84,72,47,45,33,88,31,31,38,57,72,37,70,51,31,55,89,33,51,76,30,46,66,46,36,47,45,31,70,54,46,61,63,65,90,72,90,57,89,36,66,85,55,30,52,54,39,71,62,70,33,69,37,53,31,66,87,84,58,70,84,65,90,90,54,54,77,51,75,49,63,50,63,62,64,81,72,76,51,40,48,35,46,79
83,49,40,66,31,30,74,46,90,85,31,81,71,31,75,30,76,33,87,39,35,44,31,59,70,81,31,46,40,43,50,84,88,77,57,89,45,82,45,76,44,44,43,48,66,74,70,39,83,81,71,32,38,79,79,41,58,67,72,79,58,81,77,66,59,78,53,60,81,88,46,35,58,62,34,61,40,41,44,84,31,83,41,77,55,53,60,41,82,32,83,45,31,85,63,35,38,80,39,45,69,89,45,53,53,72,42,81,87,37,35,69,30,73,39,48,55,51,47,56,61,34,41,65,50,89,86,90,62,40,69,35,79,83,33,58,55,86,69,55,35,90,57,43,50,83,32,48,61,70,42,81,87,59,41,56,90,75,46,88,77,45,46,57,64,88,61,66,61,59,82,87,36,74,61,41,31,50,32,32,52,89,65,32,60,50,89,53,52,90
55,87,70,47,38,47,41,50,40,32,41,35,45,57,40,35,59,66,81,81,57,71,36,39,52,82,84,80,43,30,33,30,52,50,52,67,63,86,76,49,77,41,34,52,58,68,80,33,71,66,56,58,45,61,54,79,69,79,51,59,79,32,65,56,73,36,50,78,54,83,54,34,56,65,89,59,70,67,65,79,85,63,41,51,76,68,88,66,67,55,52,56,76,82,45,51,76,59,34,68,57,73,58,84,76,45,71,40,30,78,33,70,85,47,31,43,42,32,68,88,66,89,62,81,42,72,60,42,68,66,33,31,86,48,62,47,90,67,73,72,85,32,34,39,64,76,33,46,68,58,55,42,67,56,32,59,80,87,54,88,79,44,88,36,60,45,70,43,86,46,46,72,72,74,85,33,66,84,76,80,55,87,89,61,52,88,47,67,64,55
87,69,44,72,45,85,60,34,44,82,69,47,65,72,71,78,55,48,47,42,31,52,76,55,55,85,44,63,57,78,53,89,80,45,79,77,50,42,33,37,56,82,43,55,60,51,48,52,66,85,55,46,78,61,57,88,30,35,64,70,78,70,90,64,48,34,63,78,30,34,89,36,54,64,67,64,33,55,49,71,71,70,33,34,58,53,69,75,55,83,36,68,61,53,38,46,53,65,50,89,62,40,41,34,73,68,54,74,41,88,45,90,45,38,37,30,42,38,66,74,57,71,73,78,38,35,45,72,74,83,69,45,37,80,75,71,67,76,43,42,78,58,31,71,31,54,42,37,73,32,71,84,44,37,71,53,38,80,83,61,43,42,39,48,44,41,84,82,66,79,56,42,48,78,52,66,80,65,44,39,55,74,77,57,53,89,48,54,37,44
36,31,84,56,87,67,30,84,79,61,75,64,42,72,78,88,82,31,77,38,86,89,50,51,66,40,42,68,73,59,37,30,66,41,31,87,64,85,47,49,70,43,87,84,82,60,78,46,37,69,80,75,70,59,87,66,51,76,88,41,48,36,48,51,77,70,87,38,49,54,52,56,46,63,39,35,32,76,39,81,79,67,35,53,82,77,87,50,73,66,46,50,36,71,89,64,54,36,33,80,39,32,45,36,34,56,71,79,86,70,71,30,31,60,55,35,88,52,78,76,32,52,86,81,31,79,78,67,43,78,76,79,57,75,34,34,45,71,47,73,70,45,47,65,60,84,82,43,33,32,71,48,51,76,34,73,37,76,76,31,77,33,85,90,81,61,70,62,54,39,77,76,68,90,72,88,43,64,87,72,43,73,90,56,49,64,33,74,54,66
62,62,37,53,71,39,49,74,85,60,88,54,43,58,39,83,48,32,55,31,34,52,68,83,88,46,67,71,62,59,57,66,54,71,71,89,30,46,74,40,84,60,41,51,71,86,53,56,58,60,48,46,30,79,80,44,72,43,35,48,81,90,65,65,80,62,73,36,68,30,50,87,83,53,68,53,88,52,49,38,83,72,33,49,86,59,66,66,37,79,87,48,83,88,60,47,55,82,35,60,82,46,63,88,62,85,33,45,82,44,38,58,35,33,50,41,79,84,47,60,83,67,75,60,47,41,71,71,85,74,75,32,75,85,52,65,35,77,89,70,39,86,74,80,73,36,81,70,34,30,79,47,32,47,72,37,48,40,81,47,81,34,81,55,68,87,30,43,36,84,64,32,52,49,47,87,69,48,87,39,31,83,90,69,86,84,46,70,89,61
80,48,40,61,46,88,34,57,30,59,82,54,74,47,33,41,78,55,58,87,39,39,31,63,56,79,82,42,80,68,45,89,60,62,44,66,36,76,30,32,31,30,65,53,73,38,30,42,51,36,41,43,48,82,65,35,37,65,44,47,71,71,70,40,75,47,73,45,36,30,33,49,73,74,79,53,36,58,83,75,65,67,38,81,38,88,68,79,67,41,78,64,43,71,39,72,49,55,63,41,55,46,33,86,33,45,40,31,66,39,50,55,66,90,84,79,54,30,63,88,37,48,79,90,34,60,36,58,36,57,83,63,67,65,47,86,54,36,41,90,34,85,89,82,38,41,74,41,83,32,36,60,48,37,62,69,47,84,88,30,39,56,48,31,49,76,63,56,47,62,52,83,32,43,39,80,42,43,37,40,83,70,78,75,82,36,60,69,47,53
36,34,41,60,40,54,81,40,74,60,56,78,42,78,33,67,35,48,81,61,60,68,41,89,31,31,31,58,90,38,78,81,55,40,64,48,56,52,34,43,66,70,83,74,37,62,59,46,59,58,59,58,48,54,59,77,52,41,87,43,39,73,70,89,60,48,43,61,64,68,31,47,32,59,89,80,73,70,69,83,72,68,87,57,81,87,71,72,64,86,88,52,58,82,51,47,50,68,46,70,88,31,70,87,54,45,67,43,79,69,50,50,61,89,49,62,55,78,42,62,64,72,86,45,53,62,69,46,66,79,85,32,33,61,87,39,82,77,60,34,83,80,63,58,36,67,66,81,60,75,32,56,76,48,46,47,67,88,57,78,88,42,81,42,68,63,37,42,61,87,83,60,64,54,70,65,52,36,56,57,42,75,40,69,44,62,56,72,66,35
77,59,45,67,61,71,70,44,56,76,52,55,78,46,85,34,56,43,42,40,57,57,90,39,44,53,75,57,89,63,58,39,58,68,49,88,52,59,70,55,77,57,69,74,42,68,43,48,51,54,66,37,36,86,85,63,57,55,68,63,89,66,46,30,55,38,41,60,78,40,45,51,57,57,85,71,51,50,38,81,35,51,30,37,90,88,63,49,43,47,30,88,67,43,86,42,70,66,66,55,49,42,48,74,35,89,50,48,71,62,71,40,48,48,88,62,77,56,57,66,31,35,90,57,71,56,62,67,84,82,62,30,54,54,56,66,79,50,87,83,48,43,47,71,56,31,79,61,30,65,40,72,90,76,79,63,66,32,83,70,39,40,89,86,41,48,33,73,56,60,86,44,68,77,58,42,57,73,82,77,85,34,63,68,38,40,85,53,36,84
51,39,64,30,51,77,80,84,56,89,64,46,63,64,81,69,70,50,82,74,78,52,81,52,61,38,88,80,76,85,72,76,40,79,90,55,49,71,43,70,67,32,62,80,48,56,84,41,69,79,34,38,56,69,71,63,68,42,80,53,46,39,82,30,41,53,48,41,37,35,59,44,79,32,60,64,83,68,82,75,73,82,35,74,86,37,43,63,39,82,38,72,36,87,50,60,62,63,58,52,63,89,42,59,59,74,66,52,68,84,65,89,89,58,39,63,44,30,64,52,53,38,84,32,80,52,62,51,86,62,79,73,81,71,51,50,57,45,75,65,36,61,51,54,32,82,36,43,71,60,85,90,58,69,58,56,44,61,79,79,49,37,34,31,83,39,76,72,81,82,52,84,48,44,33,43,58,65,40,88,50,46,85,56,41,45,80,83,46,51
74,40,54,59,64,69,88,75,66,50,88,77,80,51,84,45,45,56,77,85,31,81,32,76,87,57,53,59,39,40,45,37,53,82,62,68,32,81,56,31,34,51,60,41,46,58,64,75,39,74,31,72,64,30,87,76,43,73,74,58,42,63,46,64,43,89,54,74,57,65,52,50,77,57,44,54,44,48,39,66,56,32,85,60,68,63,54,79,64,90,88,65,88,46,77,89,90,51,70,36,83,83,59,84,52,76,41,52,58,56,61,88,32,56,78,61,30,60,65,77,56,64,88,79,43,69,55,74,62,81,74,88,66,57,50,77,59,60,58,34,36,33,55,59,50,53,49,36,90,41,49,66,59,72,30,41,72,75,45,34,30,90,84,42,60,87,72,60,56,88,46,32,48,64,60,67,35,64,79,63,54,79,81,89,48,86,32,53,66,35
73,48,66,71,81,32,33,66,67,90,57,31,66,80,59,85,33,45,49,65,51,52,48,53,85,46,51,66,43,61,46,68,60,65,81,42,45,37,56,35,75,49,79,73,41,56,52,87,64,83,37,30,35,48,53,65,88,33,39,35,80,30,30,58,41,43,51,58,76,46,32,55,65,70,89,88,66,43,84,89,66,62,76,73,66,61,88,50,40,32,42,38,73,31,86,59,77,42,59,70,69,86,83,63,89,35,68,46,86,53,70,65,75,54,60,31,70,48,76,64,86,70,58,87,84,86,52,53,59,54,64,36,48,85,78,84,70,67,83,44,82,80,79,79,81,88,75,72,46,30,59,70,61,82,54,50,68,81,52,59,62,77,71,90,70,52,53,62,78,73,64,36,42,90,76,52,55,51,72,63,76,53,59,33,38,36,30,67,59,65
88,49,75,75,79,39,44,87,60,59,69,66,47,63,45,89,49,83,82,33,87,72,57,33,55,85,71,88,68,79,55,63,34,71,84,86,73,39,48,34,58,64,43,62,55,81,90,85,82,38,33,53,67,77,65,62,78,81,86,75,51,83,80,33,46,87,44,84,56,68,64,50,77,37,77,38,90,73,46,38,78,54,62,38,89,35,81,83,90,46,37,71,47,58,81,68,40,39,40,68,81,31,52,71,37,34,69,44,59,34,30,57,59,58,48,59,76,46,69,80,75,89,81,48,78,90,82,60,30,80,46,62,51,75,80,77,51,78,38,53,87,89,48,49,74,41,81,55,74,74,33,41,60,78,90,73,74,88,58,32,38,34,51,41,78,63,79,49,82,75,44,61,36,56,40,90,87,57,88,68,34,53,67,61,37,67,37,82,36,79
73,48,87,30,84,48,30,38,77,73,34,64,44,87,67,32,34,44,90,34,88,85,58,84,38,76,51,76,39,59,51,31,64,87,90,76,64,62,35,43,43,76,73,31,59,73,40,69,61,32,41,53,38,89,64,37,69,43,87,44,62,50,67,69,61,37,59,85,73,40,78,79,49,45,86,45,86,86,70,69,76,74,90,60,38,58,63,31,66,86,37,47,35,51,49,47,37,48,67,58,56,87,61,46,80,43,87,47,84,63,90,87,82,54,45,59,30,41,81,66,53,44,47,72,43,65,69,80,55,58,53,43,85,66,55,38,42,75,48,69,33,85,45,82,53,83,77,46,62,34,65,66,44,50,38,38,32,52,41,74,37,75,58,62,49,84,46,79,89,53,46,30,57,86,76,78,79,70,45,88,55,37,49,82,53,88,90,77,47,39
52,58,45,77,41,88,59,54,68,47,61,34,35,54,30,74,61,40,81,38,46,41,50,53,78,49,90,73,41,84,53,62,48,71,41,42,57,32,76,90,68,76,86,62,72,40,56,53,41,34,82,74,57,57,75,31,65,87,50,37,44,89,64,63,43,49,69,70,77,31,57,66,35,79,44,77,57,56,83,64,69,42,58,70,51,31,75,58,74,51,60,47,39,39,71,45,48,39,76,57,76,32,68,80,45,52,70,70,51,67,75,74,64,87,30,40,89,37,63,54,87,73,35,51,48,73,76,31,79,60,59,66,65,61,49,59,50,83,37,61,41,76,66,61,54,68,71,38,55,76,49,55,38,66,87,63,32,42,39,57,31,41,69,36,51,63,38,48,74,48,70,67,53,61,87,58,70,62,35,39,30,42,85,67,68,44,78,90,80,54
67,69,43,90,50,71,59,86,81,47,46,67,58,42,55,47,58,46,78,58,53,33,40,79,80,89,30,86,82,31,82,57,83,33,63,63,52,33,44,30,41,72,75,60,53,61,58,32,52,40,69,59,82,52,36,87,70,50,60,74,56,68,79,63,33,52,87,54,49,69,46,34,48,59,50,46,41,73,57,70,50,47,32,50,75,69,66,78,67,71,52,36,65,41,90,81,38,46,63,54,68,87,56,39,90,86,63,72,70,61,75,85,32,66,85,67,42,69,67,81,84,47,71,54,72,83,51,49,76,87,90,38,50,80,42,43,41,35,50,70,45,90,53,70,66,40,67,52,87,40,79,40,67,37,38,63,54,36,46,35,58,56,83,89,68,69,47,76,84,52,34,68,43,71,56,60,83,47,30,55,61,38,88,47,69,35,39,78,86,57
88,46,44,59,31,56,61,86,38,33,51,77,83,50,64,44,69,64,57,78,44,73,90,87,33,76,84,69,46,38,45,31,32,62,89,59,32,86,47,52,45,41,66,41,68,37,78,81,55,90,57,62,54,78,36,70,48,68,86,87,53,90,73,80,35,32,57,75,34,79,31,53,34,43,71,71,45,86,83,70,87,53,30,48,57,85,55,72,55,38,78,69,47,68,44,72,42,71,74,57,42,90,73,62,68,52,58,76,84,81,51,47,47,73,55,85,50,41,61,48,44,34,73,62,76,31,84,68,48,57,68,30,48,85,57,74,34,81,72,31,50,77,47,54,52,48,72,80,58,57,61,59,82,64,30,71,53,72,74,79,77,71,55,36,80,42,37,43,32,77,66,50,76,37,57,38,51,33,39,52,58,64,39,48,55,35,35,47,68,61
